,date,station_name,count(card_id)
12143,2020-01-13,(06108) Concejo de Bogotá,329
12144,2020-01-29,(06109) Centro Memoria,428
12145,2020-06-25,(07000) Portal Sur,2223
12146,2020-01-08,(07001) PERDOMO,3904
12147,2020-01-28,(07002) MADELENA,5277
12148,2020-10-03,(07002) MADELENA,918
12149,2020-01-08,(07003) SEVILLANA,1427
12150,2020-02-07,(07004) VENECIA,4811
12151,2020-05-12,(07004) VENECIA,758
12152,2020-05-23,(07005) ALQUERIA,333
12153,2020-02-17,(07006) General Santander - alimentacion,1856
12154,2020-04-25,(07006) General Santander - alimentacion,177
12155,2020-05-11,(07007) NQS - Calle 38A Sur,186
12156,2020-10-04,(07009) SENA,237
12157,2020-06-20,(07010) Bosa,864
12158,2020-03-19,(07103) AV. CHILE,700
12159,2020-09-23,(07103) AV. CHILE,313
12160,2020-02-08,(07104) Simon Bolivar,714
12161,2020-08-12,(07104) Simon Bolivar,152
12162,2020-09-11,(07106) EL CAMPIN,124
12163,2020-01-16,(07110) PALOQUEMAO,541
12164,2020-07-01,(07112) COMUNEROS,553
12165,2020-01-03,(07113) SANTA ISABEL,924
12166,2020-02-08,(07503) SAN MATEO,30527
12167,2020-07-24,(07503) SAN MATEO,10919
12168,2020-06-22,(07504) TERREROS,1850
12169,2020-07-28,(07504) TERREROS,6553
12170,2020-08-11,(07504) TERREROS,6464
12171,2020-08-21,(07504) TERREROS,6499
12172,2020-04-13,(07505) LEON XIII,1192
12173,2020-05-21,(07506) DESPENSA,478
12174,2020-01-31,(08000) Portal Tunal,1544
12175,2020-09-15,(08000) Portal Tunal,416
12176,2020-01-07,(08000) Portal Tunal - alimentacion,18985
12177,2020-03-04,(08000) Portal Tunal - alimentacion,26971
12178,2020-06-22,(08000) Portal Tunal - alimentacion,2438
12179,2020-09-04,(08001) Parque el Tunal,577
12180,2020-08-07,(08001) Parque el Tunal,186
12181,2020-01-31,(08002) Biblioteca,984
12182,2020-02-03,(08002) Biblioteca,1020
12183,2020-01-05,(08002) Biblioteca,202
12184,2020-02-10,(09000) Cabecera Usme,7383
12185,2020-01-12,(09000) Cabecera Usme,1244
12186,2020-09-21,(09000) Cabecera Usme - alimentacion,8847
12187,2020-01-14,(09000) Cabecera Usme - alimentacion,24407
12188,2020-01-11,(09001) Molinos,5231
12189,2020-06-29,(09001) Molinos,931
12190,2020-01-15,(09003) Socorro,1532
12191,2020-05-09,(09003) Socorro,329
12192,2020-04-30,(09100) Calle 40 Sur,1127
12193,2020-04-25,(09100) Calle 40 Sur,717
12194,2020-02-17,(09103) Olaya,4376
12195,2020-06-20,(09103) Olaya,799
12196,2020-02-15,(09104) Restrepo,3144
12197,2020-04-21,(09104) Restrepo,791
12198,2020-03-13,(09104) Restrepo,93
12199,2020-07-06,(09107) Hortúa,446
12200,2020-06-15,(09109) Tercer Milenio,77
12201,2020-03-19,(09109) Tercer Milenio,524
12202,2020-09-05,(09110) Avenida Jimenez,164
12203,2020-04-08,(09111) Calle 19,141
12204,2020-01-24,(07103) AV. CHILE,1437
12205,2020-06-07,(09115) Calle 34,104
12206,2020-08-15,(09115) Calle 34,186
12207,2020-01-23,(09116) Avenida 39,520
12208,2020-04-16,(09118) Marly,368
12209,2020-07-04,(09118) Marly,476
12210,2020-04-23,(09120) Calle 63,256
12211,2020-09-19,(09121) Las Flores,160
12212,2020-01-23,(09122) Calle 72,1970
12213,2020-01-12,(09122) Calle 72,846
12214,2020-06-22,(09122) Calle 72,251
12215,2020-01-21,(10000) Portal 20 de Julio,7643
12216,2020-01-19,(10000) Portal 20 de Julio,2046
12217,2020-06-17,(10000) Portal 20 de Julio - alimentacion,4865
12218,2020-01-31,(10001) Country Sur,5441
12219,2020-09-17,(10002) Av. Primero de Mayo,2596
12220,2020-06-28,(10002) Av. Primero de Mayo,639
12221,2020-02-07,(10003) Ciudad Jardín,1179
12222,2020-08-25,(10003) Ciudad Jardín,186
12223,2020-02-15,(10004) Policarpa,566
12224,2020-06-11,(10005) Bicentenario - alimentacion,248
12225,2020-04-22,(10010) San Bernardo,384
12226,2020-03-01,(12001) Carrera 43,181
12227,2020-09-14,(12003) Ricaurte,32
12228,2020-03-04,(14004) Museo del Oro,362
12229,2020-07-13,(40003) Mirador del Paraiso,954
12230,2020-01-07,(50002) Corral Calle 40 Sur,131
12231,2020-10-01,(50002) Corral Calle 40 Sur,53
12232,2020-05-23,(02000) Cabecera Autopista Norte - intermunicipal,233
12233,2020-08-18,(02204) Pepe Sierra,205
12234,2020-03-30,(02204) Pepe Sierra,189
12235,2020-08-01,(02205) Calle 106,49
12236,2020-04-24,(02302) Virrey,115
12237,2020-06-18,(03006) NIZA - CALLE 127,123
12238,2020-02-03,(04107) Escuela Militar,270
12239,2020-10-11,(05100) Banderas P. Central,274
12240,2020-07-21,(05102) Av. Américas - Av. Boyacá,164
12241,2020-04-27,(05107) Américas - Cr.53,115
12242,2020-04-22,(06100) Av. Rojas,84
12243,2020-09-11,(06108) Concejo de Bogotá,59
12244,2020-03-12,(07000) Portal Sur,110
12245,2020-05-18,(07008) NQS - Calle 30 Sur,198
12246,2020-03-30,(07105) MOVISTAR ARENA,40
12247,2020-04-21,(07105) MOVISTAR ARENA,47
12248,2020-06-25,(07107) U. NACIONAL,120
12249,2020-04-13,(07200) Tygua-San José,108
12250,2020-05-12,(07201) Guatoque -Veraguas,77
12251,2020-05-26,(07201) Guatoque -Veraguas,105
12252,2020-04-09,(09101) Quiroga,71
12253,2020-04-04,(09109) Tercer Milenio,91
12254,2020-04-12,(09109) Tercer Milenio,51
12255,2020-08-16,(09113) Calle 22,139
12256,2020-10-07,(09116) Avenida 39,114
12257,2020-08-20,(09117) Calle 45,236
12258,2020-10-04,(09117) Calle 45,186
12259,2020-04-19,(09119) Calle 57,82
12260,2020-07-02,(09122) Calle 72,475
12261,2020-03-06,(12002) CDS - Carrera 32,207
12262,2020-04-21,(12007) Zona Industrial,66
12263,2020-04-04,(02104) Calle 146,182
12264,2020-04-26,(02202) Calle 127,208
12265,2020-03-15,(04103) Las Ferias,176
12266,2020-08-15,(04105) Carrera 53,145
12267,2020-06-24,(04107) Escuela Militar,46
12268,2020-07-09,(04107) Escuela Militar,44
12269,2020-07-18,(06101) El Tiempo,76
12270,2020-10-03,(06106) Recinto Ferial,95
12271,2020-05-14,(07101) CASTELLANA,38
12272,2020-06-02,(09105) Río Fucha,106
12273,2020-07-21,(09105) Río Fucha,91
12274,2020-04-14,(09108) Hospital,26
12275,2020-04-30,(09108) Hospital,36
12276,2020-05-13,(09108) Hospital,48
12277,2020-09-08,(10004) Policarpa,208
12278,2020-10-01,(10009) Museo Nacional,113
12279,2020-05-17,(03011) SUBA - CALLE 100,40
12280,2020-09-16,(03013) RIO NEGRO,136
12281,2020-08-14,(04107) Escuela Militar,31
12282,2020-06-21,(06100) Av. Rojas,31
12283,2020-04-18,(06103) CAN,87
12284,2020-04-11,(07009) SENA,182
12285,2020-06-21,(07101) CASTELLANA,26
12286,2020-07-21,(07102) NQS - CALLE 75,74
12287,2020-06-28,(09105) Río Fucha,38
12288,2020-09-10,(02304) Heroes,124
12289,2020-10-01,(06101) El Tiempo,103
12290,2020-05-25,(07113) SANTA ISABEL,99
12291,2020-08-07,(09111) Calle 19,119
12292,2020-08-23,(10004) Policarpa,65
12293,2020-04-10,(10008) San Diego,31
12294,2020-09-26,(12002) CDS - Carrera 32,70
12295,2020-06-03,(50002) Corral Calle 40 Sur,31
12296,2020-08-07,(02103) Mazurén,46
12297,2020-04-17,(06103) CAN,87
12298,2020-09-03,(07105) MOVISTAR ARENA,77
12299,2020-04-24,(07107) U. NACIONAL,78
12300,2020-02-23,(07200) Tygua-San José,146
12301,2020-04-21,(10006) San Victorino,51
12302,2020-05-31,(02101) Toberín,236
12303,2020-03-22,(03014) SAN MARTIN,5
12304,2020-07-26,(05103) Marsella,75
12305,2020-03-13,(07006) General Santander - alimentacion,30
12306,2020-05-04,(12004) Carrera 22,38
12307,2020-05-10,(09116) Avenida 39,55
12308,2020-04-17,(04102) Avenida Boyaca,90
12309,2020-03-28,(06109) Centro Memoria,50
12310,2020-09-15,(07101) CASTELLANA,64
12311,2020-05-27,(03004) GRATAMIRA,9
12312,2020-05-30,(03004) GRATAMIRA,12
12313,2020-08-17,(04103) Las Ferias,74
12314,2020-05-05,(07106) EL CAMPIN,70
12315,2020-05-17,(07102) NQS - CALLE 75,28
12316,2020-04-25,(12000) Puente Aranda,18
12317,2020-09-03,(14004) Museo del Oro,39
12318,2020-08-13,(50002) Corral Calle 40 Sur,37
12319,2020-04-26,(07201) Guatoque -Veraguas,14
12320,2020-03-09,(50003) Corral Molinos,7
12321,2020-04-20,(02000) Cabecera Autopista Norte,460
12322,2020-04-15,(02000) Cabecera Autopista Norte - alimentacion,2669
12323,2020-09-14,(02001) Centro Comercial Santa Fe,512
12324,2020-08-03,(02101) Toberín,975
12325,2020-02-04,(02103) Mazurén,3923
12326,2020-09-27,(02103) Mazurén,45
12327,2020-04-07,(02200) Alcalá,550
12328,2020-06-23,(02201) Prado,632
12329,2020-09-30,(02202) Calle 127,380
12330,2020-07-17,(02300) Calle 100,290
12331,2020-10-01,(02300) Calle 100,306
12332,2020-09-27,(02502) Terminal,75
12333,2020-04-15,(03000) Portal Suba,567
12334,2020-03-19,(03000) Portal Suba,4430
12335,2020-04-13,(03001) LA CAMPIÑA,626
12336,2020-08-25,(03001) LA CAMPIÑA,1195
12337,2020-10-03,(03005) SUBA - AV. BOYACA,291
12338,2020-07-07,(03007) HUMEDAL CORDOBA,58
12339,2020-08-14,(03009) Av. Suba- Calle 116,122
12340,2020-01-31,(03011) SUBA - CALLE 100,796
12341,2020-01-20,(03012) SUBA - CALLE 95,437
12342,2020-03-18,(03013) RIO NEGRO,282
12343,2020-01-05,(04000) Cabecera Calle 80 - intermunicipal,271
12344,2020-07-25,(04002) Carrera 90,488
12345,2020-02-15,(04003) Avenida Ciudad de Cali,3918
12346,2020-05-21,(04003) Avenida Ciudad de Cali,965
12347,2020-08-07,(04003) Avenida Ciudad de Cali,382
12348,2020-03-08,(04100) Carrera 77,1422
12349,2020-05-26,(04100) Carrera 77,1197
12350,2020-05-12,(04100) Carrera 77,1000
12351,2020-07-13,(04100) Carrera 77,1144
12352,2020-04-17,(04100) Carrera 77,695
12353,2020-02-07,(04105) Carrera 53,1111
12354,2020-02-23,(04105) Carrera 53,274
12355,2020-03-17,(04105) Carrera 53,521
12356,2020-05-26,(04105) Carrera 53,149
12357,2020-07-22,(04106) Carrera 47,157
12358,2020-07-15,(04107) Escuela Militar,35
12359,2020-04-28,(05000) Portal Américas,1671
12360,2020-04-30,(05000) Portal Américas,1733
12361,2020-10-02,(05000) Portal Américas - alimentacion,14485
12362,2020-06-13,(05000) Portal Américas - alimentacion,9377
12363,2020-09-21,(05000) Portal Américas - alimentacion,11758
12364,2020-01-25,(05001) Patio Bonito,5367
12365,2020-08-15,(05001) Patio Bonito,1880
12366,2020-03-16,(05002) Tintal,9148
12367,2020-09-12,(05100) Banderas P. Central - alimentacion,2990
12368,2020-04-09,(05100) Banderas P. Central - alimentacion,588
12369,2020-04-16,(05101) Mandalay - Cr.73,62
12370,2020-02-18,(05102) Av. Américas - Av. Boyacá,2043
12371,2020-02-01,(05102) Av. Américas - Av. Boyacá,733
12372,2020-10-11,(05103) Marsella,176
12373,2020-03-16,(05105) Pradera,722
12374,2020-01-04,(06000) Portal Eldorado,703
12375,2020-06-19,(06000) Portal Eldorado - alimentacion,4002
12376,2020-07-24,(06002) Normandía,171
12377,2020-10-01,(06102) Salitre El Greco,80
12378,2020-03-19,(06103) CAN,265
12379,2020-01-10,(06103) CAN,498
12380,2020-01-24,(06103) CAN,853
12381,2020-01-20,(06108) Concejo de Bogotá,404
12382,2020-08-19,(07001) PERDOMO,970
12383,2020-05-14,(07001) PERDOMO,781
12384,2020-03-01,(07002) MADELENA,942
12385,2020-06-13,(07002) MADELENA,630
12386,2020-03-22,(07004) VENECIA,171
12387,2020-09-13,(07004) VENECIA,332
12388,2020-06-03,(07006) General Santander - alimentacion,437
12389,2020-02-09,(07006) General Santander - alimentacion,292
12390,2020-08-10,(07007) NQS - Calle 38A Sur,205
12391,2020-05-12,(07010) Bosa,676
12392,2020-01-27,(07101) CASTELLANA,278
12393,2020-02-15,(07109) CAD,734
12394,2020-02-02,(07113) SANTA ISABEL,464
12395,2020-05-15,(07113) SANTA ISABEL,288
12396,2020-06-08,(07113) SANTA ISABEL,350
12397,2020-08-20,(07113) SANTA ISABEL,300
12398,2020-08-28,(07200) Tygua-San José,168
12399,2020-01-27,(07503) SAN MATEO,41432
12400,2020-01-28,(07503) SAN MATEO,42076
12401,2020-02-03,(07503) SAN MATEO,43357
12402,2020-06-18,(07503) SAN MATEO,11371
12403,2020-08-19,(07503) SAN MATEO,11406
12404,2020-01-10,(07504) TERREROS,16085
12405,2020-09-27,(07504) TERREROS,2206
12406,2020-02-03,(07505) LEON XIII,8721
12407,2020-08-30,(07505) LEON XIII,839
12408,2020-07-02,(08000) Portal Tunal,471
12409,2020-02-01,(08000) Portal Tunal - alimentacion,17523
12410,2020-07-13,(08002) Biblioteca,206
12411,2020-06-04,(09000) Cabecera Usme,1843
12412,2020-03-02,(09000) Cabecera Usme,7113
12413,2020-09-18,(09000) Cabecera Usme,2472
12414,2020-03-20,(09000) Cabecera Usme,896
12415,2020-09-04,(09000) Cabecera Usme - alimentacion,10753
12416,2020-05-30,(09000) Cabecera Usme - alimentacion,6799
12417,2020-01-29,(09001) Molinos,8236
12418,2020-02-04,(09001) Molinos,8524
12419,2020-06-03,(09001) Molinos,2464
12420,2020-06-10,(09002) Consuelo,553
12421,2020-03-31,(09002) Consuelo,232
12422,2020-09-19,(09100) Calle 40 Sur,1669
12423,2020-05-02,(09100) Calle 40 Sur,772
12424,2020-03-27,(09101) Quiroga,240
12425,2020-03-15,(09101) Quiroga,343
12426,2020-06-27,(09103) Olaya,846
12427,2020-04-29,(09103) Olaya,578
12428,2020-05-01,(09103) Olaya,287
12429,2020-03-02,(09104) Restrepo,4813
12430,2020-01-07,(09104) Restrepo,3425
12431,2020-02-24,(09105) Río Fucha,704
12432,2020-03-24,(09107) Hortúa,396
12433,2020-08-25,(09109) Tercer Milenio,172
12434,2020-01-22,(09110) Avenida Jimenez,598
12435,2020-05-12,(09110) Avenida Jimenez,148
12436,2020-05-13,(09111) Calle 19,234
12437,2020-09-26,(09111) Calle 19,195
12438,2020-01-06,(06111) Universidades,329
12439,2020-04-26,(09001) Molinos,470
12440,2020-01-16,(09100) Calle 40 Sur,6915
12441,2020-08-08,(09113) Calle 22,228
12442,2020-05-11,(09113) Calle 22,212
12443,2020-02-12,(09114) Calle 26,657
12444,2020-01-27,(09115) Calle 34,1139
12445,2020-02-29,(09115) Calle 34,763
12446,2020-02-17,(09117) Calle 45,2000
12447,2020-05-02,(09118) Marly,347
12448,2020-08-08,(09118) Marly,400
12449,2020-02-02,(09119) Calle 57,531
12450,2020-01-31,(09120) Calle 63,1915
12451,2020-09-01,(09120) Calle 63,382
12452,2020-08-29,(09121) Las Flores,168
12453,2020-06-15,(10000) Portal 20 de Julio - alimentacion,1830
12454,2020-09-27,(10000) Portal 20 de Julio - alimentacion,1767
12455,2020-03-20,(10000) Portal 20 de Julio - alimentacion,2091
12456,2020-10-10,(10003) Ciudad Jardín,202
12457,2020-08-17,(10005) Bicentenario - alimentacion,59
12458,2020-06-12,(10006) San Victorino,96
12459,2020-07-03,(10006) San Victorino,111
12460,2020-09-07,(12001) Carrera 43,290
12461,2020-09-24,(12001) Carrera 43,319
12462,2020-02-24,(12007) Zona Industrial,333
12463,2020-08-15,(12007) Zona Industrial,72
12464,2020-02-04,(14005) Las Aguas,1134
12465,2020-02-03,(14005) Las Aguas,1093
12466,2020-02-04,(40001) Juan Pablo II,1904
12467,2020-09-07,(40001) Juan Pablo II,644
12468,2020-06-03,(40001) Juan Pablo II,578
12469,2020-06-06,(40001) Juan Pablo II,487
12470,2020-03-15,(40001) Juan Pablo II,442
12471,2020-05-03,(50003) Corral Molinos,416
12472,2020-05-16,(50003) Corral Molinos,1235
12473,2020-01-07,(50006) Corral Carrera 77,48
12474,2020-03-31,(02104) Calle 146,250
12475,2020-09-23,(02204) Pepe Sierra,253
12476,2020-06-04,(02204) Pepe Sierra,212
12477,2020-09-26,(02302) Virrey,113
12478,2020-06-18,(02303) Calle 85,128
12479,2020-06-23,(02303) Calle 85,140
12480,2020-06-14,(03003) 21 ANGELES,88
12481,2020-06-15,(03005) SUBA - AV. BOYACA,96
12482,2020-09-18,(03006) NIZA - CALLE 127,149
12483,2020-05-16,(03006) NIZA - CALLE 127,73
12484,2020-03-09,(05005) Transversal 86,35
12485,2020-06-12,(05102) Av. Américas - Av. Boyacá,165
12486,2020-07-06,(05102) Av. Américas - Av. Boyacá,235
12487,2020-10-04,(06100) Av. Rojas,37
12488,2020-02-09,(06102) Salitre El Greco,95
12489,2020-07-11,(06108) Concejo de Bogotá,47
12490,2020-05-27,(07105) MOVISTAR ARENA,62
12491,2020-02-26,(07107) U. NACIONAL,671
12492,2020-05-04,(08002) Biblioteca,231
12493,2020-04-01,(09105) Río Fucha,32
12494,2020-03-25,(09111) Calle 19,110
12495,2020-10-11,(09115) Calle 34,119
12496,2020-03-20,(09117) Calle 45,236
12497,2020-04-04,(09120) Calle 63,207
12498,2020-01-04,(10004) Policarpa,304
12499,2020-01-16,(10005) Bicentenario,169
12500,2020-07-10,(12002) CDS - Carrera 32,87
12501,2020-01-31,(12002) CDS - Carrera 32,197
12502,2020-03-21,(04107) Escuela Militar,15
12503,2020-07-25,(05101) Mandalay - Cr.73,49
12504,2020-06-27,(05105) Pradera,156
12505,2020-07-02,(05105) Pradera,190
12506,2020-04-17,(06104) Gobernación,32
12507,2020-09-09,(07106) EL CAMPIN,140
12508,2020-03-15,(09105) Río Fucha,66
12509,2020-04-25,(09109) Tercer Milenio,96
12510,2020-02-09,(10007) Las Nieves,72
12511,2020-08-05,(10007) Las Nieves,68
12512,2020-03-15,(12001) Carrera 43,146
12513,2020-01-11,(14001) La Sabana,49
12514,2020-01-13,(14001) La Sabana,64
12515,2020-06-12,(02103) Mazurén,148
12516,2020-03-23,(03007) HUMEDAL CORDOBA,27
12517,2020-09-21,(04001) Quirigua,394
12518,2020-03-22,(04104) Avenida 68,60
12519,2020-09-28,(06107) Ciudad Universitaria,67
12520,2020-07-20,(06109) Centro Memoria,33
12521,2020-08-01,(07105) MOVISTAR ARENA,62
12522,2020-06-16,(10006) San Victorino,95
12523,2020-07-16,(10007) Las Nieves,59
12524,2020-09-19,(10008) San Diego,54
12525,2020-02-24,(50006) Corral Carrera 77,58
12526,2020-06-13,(02304) Heroes,110
12527,2020-06-28,(02304) Heroes,105
12528,2020-04-20,(05005) Transversal 86,238
12529,2020-05-30,(06105) Quinta Paredes,45
12530,2020-07-26,(07101) CASTELLANA,23
12531,2020-09-21,(10008) San Diego,33
12532,2020-08-07,(04108) El Polo,54
12533,2020-03-23,(10006) San Victorino,36
12534,2020-09-15,(10009) Museo Nacional,117
12535,2020-06-04,(12002) CDS - Carrera 32,70
12536,2019-12-31,(05105) Pradera,6
12537,2020-07-06,(07108) Av. El Dorado,61
12538,2020-04-26,(07108) Av. El Dorado,19
12539,2020-04-15,(07106) EL CAMPIN,76
12540,2020-07-23,(12000) Puente Aranda,17
12541,2020-05-14,(06109) Centro Memoria,78
12542,2020-08-22,(12003) Ricaurte,25
12543,2020-04-23,(50006) Corral Carrera 77,10
12544,2020-04-07,(03004) GRATAMIRA,17
12545,2020-05-24,(04105) Carrera 53,49
12546,2020-05-31,(50002) Corral Calle 40 Sur,2
12547,2020-09-30,(06101) El Tiempo,119
12548,2020-09-10,(50002) Corral Calle 40 Sur,26
12549,2019-12-31,(04104) Avenida 68,18
12550,2020-08-08,(06104) Gobernación,28
12551,2020-05-03,(07102) NQS - CALLE 75,34
12552,2020-03-29,(07110) PALOQUEMAO,28
12553,2020-07-12,(12000) Puente Aranda,8
12554,2020-04-09,(50002) Corral Calle 40 Sur,2
12555,2020-08-15,(02000) Cabecera Autopista Norte - alimentacion,3762
12556,2020-09-08,(02000) Cabecera Autopista Norte - alimentacion,4681
12557,2020-07-22,(02000) Cabecera Autopista Norte - alimentacion,4154
12558,2020-04-28,(02001) Centro Comercial Santa Fe,224
12559,2020-10-05,(02101) Toberín,1693
12560,2020-06-10,(02102) Calle 161,177
12561,2020-02-07,(02105) Calle 142,7380
12562,2020-02-28,(02105) Calle 142,7125
12563,2020-01-19,(02105) Calle 142,838
12564,2020-09-07,(02200) Alcalá,934
12565,2020-02-15,(02200) Alcalá,4853
12566,2020-08-04,(02200) Alcalá,765
12567,2020-03-06,(02202) Calle 127,3349
12568,2020-08-25,(02202) Calle 127,273
12569,2020-03-05,(02205) Calle 106,998
12570,2020-01-30,(02300) Calle 100,1953
12571,2020-02-16,(02300) Calle 100,577
12572,2020-05-25,(02300) Calle 100,224
12573,2020-01-23,(02302) Virrey,489
12574,2020-02-05,(02303) Calle 85,712
12575,2020-02-24,(02303) Calle 85,638
12576,2020-01-28,(02304) Heroes,589
12577,2020-03-19,(02502) Terminal,1636
12578,2020-08-31,(02502) Terminal,384
12579,2020-04-30,(03000) Portal Suba,764
12580,2020-08-17,(03000) Portal Suba,309
12581,2020-03-05,(03000) Portal Suba - alimentacion,33532
12582,2020-09-15,(03003) 21 ANGELES,332
12583,2020-09-24,(03003) 21 ANGELES,381
12584,2020-03-01,(03004) GRATAMIRA,54
12585,2020-01-16,(03005) SUBA - AV. BOYACA,1813
12586,2020-06-25,(03005) SUBA - AV. BOYACA,321
12587,2020-08-22,(03005) SUBA - AV. BOYACA,201
12588,2020-01-29,(03006) NIZA - CALLE 127,1523
12589,2020-06-12,(03011) SUBA - CALLE 100,117
12590,2020-08-19,(03011) SUBA - CALLE 100,101
12591,2020-09-16,(03011) SUBA - CALLE 100,120
12592,2020-02-03,(03012) SUBA - CALLE 95,484
12593,2020-01-30,(03013) RIO NEGRO,579
12594,2020-02-25,(04002) Carrera 90,3957
12595,2020-03-22,(04002) Carrera 90,101
12596,2020-03-02,(04003) Avenida Ciudad de Cali,6379
12597,2020-10-08,(04003) Avenida Ciudad de Cali,1137
12598,2020-05-27,(04100) Carrera 77,1115
12599,2020-06-28,(04100) Carrera 77,440
12600,2020-04-21,(04101) Minuto de Dios,155
12601,2020-08-22,(04101) Minuto de Dios,166
12602,2020-07-16,(04102) Avenida Boyaca,150
12603,2020-02-08,(04103) Las Ferias,615
12604,2020-02-17,(04103) Las Ferias,1121
12605,2020-04-13,(04104) Avenida 68,133
12606,2020-04-16,(04104) Avenida 68,136
12607,2020-02-21,(04105) Carrera 53,1066
12608,2020-06-20,(04105) Carrera 53,140
12609,2020-06-01,(04105) Carrera 53,184
12610,2020-01-10,(04106) Carrera 47,748
12611,2020-05-14,(04106) Carrera 47,151
12612,2020-04-21,(05000) Portal Américas,1465
12613,2020-01-04,(05000) Portal Américas,5962
12614,2020-06-28,(05000) Portal Américas,764
12615,2020-08-03,(05000) Portal Américas - alimentacion,10443
12616,2020-09-19,(05000) Portal Américas - alimentacion,11205
12617,2020-05-15,(05000) Portal Américas - alimentacion,9968
12618,2020-05-24,(05001) Patio Bonito,416
12619,2020-01-17,(05005) Transversal 86,2582
12620,2020-04-24,(05100) Banderas P. Central,348
12621,2020-07-29,(05100) Banderas P. Central - alimentacion,2883
12622,2020-02-05,(05103) Marsella,3618
12623,2020-04-11,(05103) Marsella,80
12624,2020-09-01,(05103) Marsella,383
12625,2020-07-16,(05105) Pradera,161
12626,2020-08-11,(06000) Portal Eldorado,334
12627,2020-02-17,(06000) Portal Eldorado - alimentacion,19917
12628,2020-02-19,(06001) Modelia,1970
12629,2020-09-24,(06001) Modelia,211
12630,2020-07-23,(06002) Normandía,156
12631,2020-02-10,(06100) Av. Rojas,2255
12632,2020-03-06,(06101) El Tiempo,1376
12633,2020-06-25,(06106) Recinto Ferial,93
12634,2020-07-18,(06106) Recinto Ferial,62
12635,2020-02-07,(06109) Centro Memoria,443
12636,2020-08-13,(07000) Portal Sur,2028
12637,2020-06-25,(07000) Portal Sur - alimentacion,8742
12638,2020-09-07,(07000) Portal Sur - alimentacion,9096
12639,2020-09-12,(07000) Portal Sur - alimentacion,7769
12640,2020-01-11,(07001) PERDOMO,2476
12641,2020-08-22,(07001) PERDOMO,768
12642,2020-02-21,(07002) MADELENA,5526
12643,2020-03-18,(07002) MADELENA,2634
12644,2020-08-15,(07002) MADELENA,609
12645,2020-07-03,(07002) MADELENA,970
12646,2020-09-13,(07002) MADELENA,319
12647,2020-06-23,(07003) SEVILLANA,468
12648,2020-07-09,(07003) SEVILLANA,458
12649,2020-07-16,(07003) SEVILLANA,340
12650,2020-08-21,(07003) SEVILLANA,402
12651,2020-09-08,(07004) VENECIA,1034
12652,2020-05-04,(07006) General Santander - alimentacion,284
12653,2020-03-03,(07007) NQS - Calle 38A Sur,1862
12654,2020-04-05,(07008) NQS - Calle 30 Sur,50
12655,2020-01-30,(07009) SENA,3223
12656,2020-06-18,(07009) SENA,608
12657,2020-09-16,(07009) SENA,559
12658,2020-09-10,(07104) Simon Bolivar,157
12659,2020-01-22,(07108) Av. El Dorado,402
12660,2020-02-01,(07111) NQS - RICAURTE,533
12661,2020-07-08,(07111) NQS - RICAURTE,261
12662,2020-01-01,(07111) NQS - RICAURTE,80
12663,2020-08-27,(07112) COMUNEROS,536
12664,2020-01-09,(07113) SANTA ISABEL,1483
12665,2020-06-24,(07200) Tygua-San José,188
12666,2020-02-03,(07201) Guatoque -Veraguas,921
12667,2020-07-02,(07503) SAN MATEO,12393
12668,2020-01-27,(07504) TERREROS,18559
12669,2020-09-25,(07504) TERREROS,8143
12670,2020-09-24,(07505) LEON XIII,3210
12671,2020-05-23,(07505) LEON XIII,1532
12672,2020-06-14,(07505) LEON XIII,664
12673,2020-01-03,(07506) DESPENSA,912
12674,2020-01-20,(07506) DESPENSA,1629
12675,2020-02-08,(07506) DESPENSA,1142
12676,2020-04-22,(07506) DESPENSA,277
12677,2020-02-26,(08000) Portal Tunal,1686
12678,2020-08-05,(08002) Biblioteca,310
12679,2020-03-26,(09000) Cabecera Usme,969
12680,2020-04-16,(09000) Cabecera Usme,1036
12681,2020-07-30,(09000) Cabecera Usme,1879
12682,2020-07-25,(09001) Molinos,1642
12683,2020-02-02,(09001) Molinos,2058
12684,2020-03-11,(09002) Consuelo,1382
12685,2020-08-14,(09002) Consuelo,519
12686,2020-02-06,(09003) Socorro,1694
12687,2020-03-11,(09003) Socorro,1592
12688,2020-04-22,(09004) Santa Lucía,1391
12689,2020-05-26,(09101) Quiroga,446
12690,2020-01-14,(09101) Quiroga,1685
12691,2020-03-31,(09103) Olaya,413
12692,2020-10-02,(09103) Olaya,1150
12693,2020-09-12,(09103) Olaya,857
12694,2020-06-30,(09104) Restrepo,1565
12695,2020-03-23,(09104) Restrepo,273
12696,2020-08-17,(09104) Restrepo,475
12697,2020-06-22,(09109) Tercer Milenio,80
12698,2020-08-20,(09110) Avenida Jimenez,136
12699,2020-02-27,(09110) Avenida Jimenez,657
12700,2020-10-04,(09110) Avenida Jimenez,86
12701,2020-07-04,(09110) Avenida Jimenez,122
12702,2020-05-13,(04108) El Polo,115
12703,2020-01-19,(06000) Portal Eldorado,357
12704,2020-09-17,(09104) Restrepo,1722
12705,2020-06-01,(09113) Calle 22,239
12706,2020-03-17,(09115) Calle 34,687
12707,2020-05-14,(09115) Calle 34,201
12708,2020-09-09,(09117) Calle 45,252
12709,2020-04-11,(09118) Marly,310
12710,2020-02-21,(09119) Calle 57,1625
12711,2020-01-16,(09120) Calle 63,1409
