,date,station_name,count(card_id)
22906,2020-09-03,(05002) Tintal,3302
22907,2020-07-10,(05002) Tintal,2914
22908,2020-04-11,(05101) Mandalay - Cr.73,28
22909,2020-07-10,(05101) Mandalay - Cr.73,166
22910,2020-07-17,(05102) Av. Américas - Av. Boyacá,149
22911,2020-03-08,(05103) Marsella,457
22912,2020-04-21,(05103) Marsella,180
22913,2020-06-08,(05103) Marsella,324
22914,2020-03-21,(05105) Pradera,85
22915,2020-09-03,(05107) Américas - Cr.53,191
22916,2020-07-23,(06000) Portal Eldorado - alimentacion,2949
22917,2020-03-19,(06001) Modelia,606
22918,2020-04-30,(06001) Modelia,117
22919,2020-02-11,(06002) Normandía,2785
22920,2020-02-03,(06002) Normandía,2509
22921,2020-01-04,(06100) Av. Rojas,270
22922,2020-02-14,(06101) El Tiempo,1492
22923,2020-03-03,(06104) Gobernación,435
22924,2020-09-24,(06106) Recinto Ferial,119
22925,2020-06-14,(07000) Portal Sur,423
22926,2020-07-08,(07000) Portal Sur,2278
22927,2020-09-10,(07000) Portal Sur,2271
22928,2020-01-21,(07001) PERDOMO,3917
22929,2020-01-05,(07001) PERDOMO,819
22930,2020-04-03,(07002) MADELENA,397
22931,2020-07-20,(07003) SEVILLANA,99
22932,2020-05-30,(07003) SEVILLANA,285
22933,2020-09-10,(07005) ALQUERIA,452
22934,2020-02-22,(07006) General Santander - alimentacion,1138
22935,2020-08-26,(07006) General Santander - alimentacion,453
22936,2020-02-15,(07007) NQS - Calle 38A Sur,1081
22937,2020-07-12,(07010) Bosa,305
22938,2020-04-09,(07102) NQS - CALLE 75,42
22939,2020-04-17,(07103) AV. CHILE,191
22940,2020-01-07,(07103) AV. CHILE,897
22941,2020-06-14,(07103) AV. CHILE,118
22942,2020-07-12,(07103) AV. CHILE,129
22943,2020-06-28,(07106) EL CAMPIN,66
22944,2020-02-28,(07106) EL CAMPIN,991
22945,2020-09-15,(07108) Av. El Dorado,60
22946,2020-10-05,(07108) Av. El Dorado,75
22947,2020-04-06,(07109) CAD,176
22948,2020-03-04,(07111) NQS - RICAURTE,802
22949,2020-03-06,(07113) SANTA ISABEL,2148
22950,2020-01-14,(07113) SANTA ISABEL,1807
22951,2020-01-30,(07200) Tygua-San José,612
22952,2020-06-15,(07505) LEON XIII,792
22953,2020-07-20,(07506) DESPENSA,158
22954,2020-06-21,(07506) DESPENSA,163
22955,2020-06-25,(07506) DESPENSA,622
22956,2020-09-05,(08001) Parque el Tunal,473
22957,2020-09-23,(08001) Parque el Tunal,608
22958,2020-05-14,(08002) Biblioteca,234
22959,2020-10-03,(09001) Molinos,2896
22960,2020-07-09,(09002) Consuelo,535
22961,2020-05-03,(09002) Consuelo,105
22962,2020-01-14,(09003) Socorro,1497
22963,2020-01-07,(09004) Santa Lucía,5371
22964,2020-07-12,(09100) Calle 40 Sur,711
22965,2020-05-08,(09100) Calle 40 Sur,1274
22966,2020-06-30,(09105) Río Fucha,117
22967,2020-06-24,(09106) Nariño,420
22968,2020-07-10,(09106) Nariño,470
22969,2020-02-18,(09107) Hortúa,1889
22970,2020-05-11,(09107) Hortúa,333
22971,2020-04-28,(09107) Hortúa,308
22972,2020-09-29,(09109) Tercer Milenio,219
22973,2020-05-16,(09111) Calle 19,215
22974,2020-04-18,(05105) Pradera,111
22975,2020-08-13,(07104) Simon Bolivar,158
22976,2020-02-13,(09113) Calle 22,963
22977,2020-06-22,(09113) Calle 22,158
22978,2020-02-11,(09114) Calle 26,652
22979,2020-02-11,(09115) Calle 34,1355
22980,2020-05-09,(09115) Calle 34,157
22981,2020-02-27,(09117) Calle 45,2061
22982,2020-03-18,(09118) Marly,1261
22983,2020-01-12,(09118) Marly,915
22984,2020-02-07,(09119) Calle 57,1744
22985,2020-03-26,(09119) Calle 57,151
22986,2020-10-03,(09121) Las Flores,195
22987,2020-01-18,(09121) Las Flores,642
22988,2020-02-07,(09121) Las Flores,960
22989,2020-01-25,(09123) Calle 76,545
22990,2020-02-06,(09123) Calle 76,833
22991,2020-03-03,(10000) Portal 20 de Julio,10136
22992,2020-04-16,(10000) Portal 20 de Julio,1294
22993,2020-07-30,(10000) Portal 20 de Julio,2308
22994,2020-09-11,(10000) Portal 20 de Julio - alimentacion,4845
22995,2020-02-24,(10001) Country Sur,5647
22996,2020-01-28,(10002) Av. Primero de Mayo,9231
22997,2020-05-21,(10002) Av. Primero de Mayo,1978
22998,2020-09-08,(10003) Ciudad Jardín,216
22999,2020-07-07,(10004) Policarpa,240
23000,2020-06-04,(10005) Bicentenario,54
23001,2020-08-11,(10005) Bicentenario,46
23002,2020-04-17,(10005) Bicentenario - alimentacion,196
23003,2020-01-07,(10007) Las Nieves,172
23004,2020-02-21,(10009) Museo Nacional,694
23005,2020-02-08,(10009) Museo Nacional,393
23006,2020-09-23,(10009) Museo Nacional,116
23007,2020-05-05,(10009) Museo Nacional,88
23008,2020-02-16,(10010) San Bernardo,393
23009,2020-06-26,(12001) Carrera 43,287
23010,2020-03-19,(12007) Zona Industrial,194
23011,2020-10-12,(12007) Zona Industrial,25
23012,2020-08-03,(14005) Las Aguas,92
23013,2020-08-12,(14005) Las Aguas,99
23014,2020-07-06,(40001) Juan Pablo II,637
23015,2020-03-18,(40002) Manitas,1007
23016,2020-08-17,(40002) Manitas,135
23017,2020-01-27,(40003) Mirador del Paraiso,4988
23018,2020-07-08,(40003) Mirador del Paraiso,1980
23019,2020-06-16,(50002) Corral Calle 40 Sur,36
23020,2020-04-07,(50003) Corral Molinos,1023
23021,2020-01-11,(02303) Calle 85,395
23022,2020-10-08,(02303) Calle 85,145
23023,2020-05-15,(03009) Av. Suba- Calle 116,122
23024,2020-08-07,(03009) Av. Suba- Calle 116,62
23025,2020-04-13,(03010) PUENTE LARGO,72
23026,2020-01-02,(05101) Mandalay - Cr.73,393
23027,2020-06-22,(06001) Modelia,54
23028,2020-10-02,(06100) Av. Rojas,200
23029,2020-09-03,(06102) Salitre El Greco,56
23030,2020-09-14,(06102) Salitre El Greco,72
23031,2020-05-27,(06109) Centro Memoria,87
23032,2020-07-12,(07003) SEVILLANA,123
23033,2020-03-28,(07005) ALQUERIA,181
23034,2020-08-26,(07005) ALQUERIA,455
23035,2020-09-02,(07007) NQS - Calle 38A Sur,249
23036,2020-07-14,(07109) CAD,197
23037,2020-08-19,(08000) Portal Tunal,409
23038,2020-08-03,(09107) Hortúa,350
23039,2020-03-14,(09116) Avenida 39,310
23040,2020-08-12,(10007) Las Nieves,81
23041,2020-01-29,(12002) CDS - Carrera 32,210
23042,2020-04-08,(12007) Zona Industrial,37
23043,2020-08-23,(14004) Museo del Oro,11
23044,2020-07-25,(02104) Calle 146,280
23045,2020-06-12,(02205) Calle 106,82
23046,2020-06-05,(04106) Carrera 47,191
23047,2020-05-16,(04107) Escuela Militar,24
23048,2020-09-07,(06107) Ciudad Universitaria,56
23049,2020-02-05,(07101) CASTELLANA,313
23050,2020-07-21,(08002) Biblioteca,233
23051,2020-08-30,(08002) Biblioteca,105
23052,2020-04-19,(09003) Socorro,121
23053,2020-05-04,(09106) Nariño,241
23054,2020-02-02,(09108) Hospital,80
23055,2020-04-27,(09114) Calle 26,45
23056,2020-01-19,(10006) San Victorino,64
23057,2020-05-19,(10007) Las Nieves,71
23058,2020-04-10,(12001) Carrera 43,29
23059,2020-08-08,(14005) Las Aguas,92
23060,2020-04-12,(40003) Mirador del Paraiso,271
23061,2020-08-14,(02205) Calle 106,59
23062,2020-10-10,(03007) HUMEDAL CORDOBA,43
23063,2020-02-23,(03011) SUBA - CALLE 100,141
23064,2020-10-11,(06100) Av. Rojas,37
23065,2020-04-03,(06104) Gobernación,42
23066,2020-05-05,(07104) Simon Bolivar,109
23067,2020-01-18,(07105) MOVISTAR ARENA,233
23068,2020-09-26,(09108) Hospital,57
23069,2020-06-17,(09114) Calle 26,113
23070,2020-05-10,(10008) San Diego,28
23071,2020-08-30,(02102) Calle 161,56
23072,2020-07-04,(06105) Quinta Paredes,52
23073,2020-10-02,(06106) Recinto Ferial,123
23074,2020-05-26,(12002) CDS - Carrera 32,88
23075,2020-06-22,(12004) Carrera 22,27
23076,2020-07-23,(05107) Américas - Cr.53,162
23077,2020-06-03,(06108) Concejo de Bogotá,46
23078,2020-05-29,(14001) La Sabana,28
23079,2020-08-15,(06104) Gobernación,39
23080,2020-08-25,(12002) CDS - Carrera 32,81
23081,2020-07-19,(12000) Puente Aranda,5
23082,2020-08-24,(12003) Ricaurte,30
23083,2020-08-23,(04103) Las Ferias,61
23084,2020-07-05,(09116) Avenida 39,70
23085,2020-09-26,(04107) Escuela Militar,35
23086,2020-07-29,(02000) Cabecera Autopista Norte,898
23087,2020-10-01,(02001) Centro Comercial Santa Fe,624
23088,2020-02-14,(02101) Toberín,15609
23089,2020-05-02,(02102) Calle 161,73
23090,2020-05-05,(02104) Calle 146,356
23091,2020-03-26,(02104) Calle 146,296
23092,2020-05-04,(02105) Calle 142,365
23093,2020-04-29,(02200) Alcalá,596
23094,2020-06-14,(02200) Alcalá,353
23095,2020-08-18,(02200) Alcalá,787
23096,2020-07-09,(02300) Calle 100,309
23097,2020-04-09,(02300) Calle 100,205
23098,2020-02-14,(02304) Heroes,631
23099,2020-04-14,(02304) Heroes,103
23100,2020-01-12,(02502) Terminal,258
23101,2020-02-16,(02502) Terminal,304
23102,2020-02-15,(03000) Portal Suba,5094
23103,2020-02-04,(03000) Portal Suba - alimentacion,33535
23104,2020-01-17,(03002) SUBA - TV- 91,4152
23105,2020-01-30,(03002) SUBA - TV- 91,4817
23106,2020-04-25,(03002) SUBA - TV- 91,310
23107,2020-07-20,(03002) SUBA - TV- 91,196
23108,2020-01-27,(03003) 21 ANGELES,1637
23109,2020-05-28,(03005) SUBA - AV. BOYACA,260
23110,2020-09-17,(03005) SUBA - AV. BOYACA,343
23111,2020-06-14,(03005) SUBA - AV. BOYACA,85
23112,2020-02-04,(03006) NIZA - CALLE 127,1605
23113,2020-03-05,(03007) HUMEDAL CORDOBA,774
23114,2020-06-04,(03009) Av. Suba- Calle 116,132
23115,2020-08-29,(03010) PUENTE LARGO,60
23116,2020-05-29,(03012) SUBA - CALLE 95,89
23117,2020-09-30,(03012) SUBA - CALLE 95,104
23118,2020-07-19,(03013) RIO NEGRO,59
23119,2020-04-06,(04000) Cabecera Calle 80,418
23120,2020-05-22,(04000) Cabecera Calle 80,773
23121,2020-01-14,(04000) Cabecera Calle 80 - alimentacion,21876
23122,2020-05-29,(04000) Cabecera Calle 80 - alimentacion,3936
23123,2020-08-29,(04001) Quirigua,326
23124,2020-02-15,(04002) Carrera 90,2184
23125,2020-04-13,(04002) Carrera 90,363
23126,2020-06-16,(04003) Avenida Ciudad de Cali,1154
23127,2020-08-11,(04102) Avenida Boyaca,165
23128,2020-07-18,(04106) Carrera 47,147
23129,2020-05-02,(05000) Portal Américas - alimentacion,5986
23130,2020-04-02,(05002) Tintal,1356
23131,2020-04-14,(05100) Banderas P. Central,365
23132,2020-09-01,(05100) Banderas P. Central - alimentacion,3464
23133,2020-09-17,(05100) Banderas P. Central - alimentacion,4102
23134,2020-09-21,(05100) Banderas P. Central - alimentacion,3237
23135,2020-04-21,(05101) Mandalay - Cr.73,63
23136,2020-04-28,(05103) Marsella,216
23137,2020-06-05,(05103) Marsella,320
23138,2020-08-25,(05107) Américas - Cr.53,167
23139,2020-01-10,(05107) Américas - Cr.53,1127
23140,2020-07-01,(06000) Portal Eldorado,394
23141,2020-08-31,(06000) Portal Eldorado,328
23142,2020-01-02,(06000) Portal Eldorado - alimentacion,8346
23143,2020-02-01,(06100) Av. Rojas,643
23144,2020-01-12,(06101) El Tiempo,147
23145,2020-07-30,(06102) Salitre El Greco,66
23146,2020-07-15,(06106) Recinto Ferial,76
23147,2020-08-20,(06106) Recinto Ferial,76
23148,2020-09-23,(06109) Centro Memoria,86
23149,2020-06-13,(06111) Universidades,158
23150,2020-09-09,(07000) Portal Sur,2473
23151,2020-01-20,(07001) PERDOMO,4840
23152,2020-02-01,(07001) PERDOMO,2881
23153,2020-02-14,(07002) MADELENA,5682
23154,2020-09-05,(07002) MADELENA,735
23155,2020-10-05,(07004) VENECIA,1161
23156,2020-10-02,(07004) VENECIA,1226
23157,2020-09-23,(07005) ALQUERIA,597
23158,2020-06-30,(07005) ALQUERIA,567
23159,2020-04-21,(07007) NQS - Calle 38A Sur,131
23160,2020-01-03,(07009) SENA,1653
23161,2020-04-13,(07009) SENA,298
23162,2020-04-20,(07009) SENA,299
23163,2020-06-17,(07009) SENA,603
23164,2020-08-24,(07009) SENA,455
23165,2020-07-14,(07009) SENA,519
23166,2020-02-06,(07101) CASTELLANA,275
23167,2020-06-14,(07108) Av. El Dorado,23
23168,2020-06-16,(07108) Av. El Dorado,58
23169,2020-05-28,(07109) CAD,199
23170,2020-06-23,(07112) COMUNEROS,554
23171,2020-06-05,(07112) COMUNEROS,511
23172,2020-07-21,(07113) SANTA ISABEL,330
23173,2020-01-22,(07200) Tygua-San José,625
23174,2020-05-06,(07503) SAN MATEO,7157
23175,2020-07-10,(07503) SAN MATEO,12956
23176,2019-12-31,(07503) SAN MATEO,373
23177,2020-03-12,(07504) TERREROS,259
23178,2020-02-07,(08000) Portal Tunal,1620
23179,2020-10-06,(08000) Portal Tunal,459
23180,2020-01-24,(08000) Portal Tunal - alimentacion,25523
23181,2020-05-29,(08000) Portal Tunal - alimentacion,6444
23182,2020-04-26,(08001) Parque el Tunal,94
23183,2020-03-07,(08002) Biblioteca,681
23184,2020-09-11,(08002) Biblioteca,334
23185,2020-07-16,(08002) Biblioteca,220
23186,2020-04-24,(08002) Biblioteca,199
23187,2020-08-13,(09000) Cabecera Usme,1916
23188,2020-08-28,(09000) Cabecera Usme,2173
23189,2020-09-03,(09000) Cabecera Usme - alimentacion,10401
23190,2020-04-14,(09000) Cabecera Usme - alimentacion,5510
23191,2020-01-08,(09000) Cabecera Usme - alimentacion,22238
23192,2020-03-26,(09000) Cabecera Usme - alimentacion,4878
23193,2020-03-13,(09000) Cabecera Usme - alimentacion,561
23194,2020-03-07,(09001) Molinos,6534
23195,2020-01-05,(09100) Calle 40 Sur,1397
23196,2020-06-01,(09100) Calle 40 Sur,1724
23197,2020-10-12,(09100) Calle 40 Sur,626
23198,2020-03-23,(09103) Olaya,212
23199,2020-04-28,(09104) Restrepo,883
23200,2020-02-28,(09106) Nariño,2051
23201,2020-09-09,(09106) Nariño,475
23202,2020-02-12,(09107) Hortúa,1908
23203,2020-09-30,(09109) Tercer Milenio,207
23204,2020-04-05,(09110) Avenida Jimenez,68
23205,2020-06-23,(09111) Calle 19,229
23206,2020-01-23,(06111) Universidades,2075
23207,2020-01-02,(09001) Molinos,4438
23208,2020-06-25,(09001) Molinos,2944
23209,2020-07-02,(09115) Calle 34,257
23210,2020-01-24,(09115) Calle 34,1166
23211,2020-04-03,(09118) Marly,374
23212,2020-06-09,(09120) Calle 63,361
23213,2020-08-21,(09121) Las Flores,172
23214,2020-08-17,(09121) Las Flores,88
23215,2020-06-30,(09122) Calle 72,531
23216,2020-01-25,(10000) Portal 20 de Julio,5739
23217,2020-07-25,(10000) Portal 20 de Julio - alimentacion,2931
23218,2020-09-30,(10000) Portal 20 de Julio - alimentacion,5388
23219,2020-05-20,(10001) Country Sur,1058
23220,2020-08-15,(10002) Av. Primero de Mayo,1886
23221,2020-01-13,(10003) Ciudad Jardín,923
23222,2020-02-29,(10003) Ciudad Jardín,608
23223,2020-01-27,(10003) Ciudad Jardín,1159
23224,2020-01-17,(10005) Bicentenario - alimentacion,686
23225,2020-04-11,(10007) Las Nieves,32
23226,2020-02-13,(10009) Museo Nacional,798
23227,2020-03-04,(12000) Puente Aranda,110
23228,2020-05-26,(12000) Puente Aranda,31
23229,2020-02-26,(12001) Carrera 43,1367
23230,2020-06-21,(12007) Zona Industrial,31
23231,2020-08-05,(40001) Juan Pablo II,572
23232,2020-04-15,(40002) Manitas,198
23233,2020-02-12,(40002) Manitas,1514
23234,2020-02-16,(40002) Manitas,392
23235,2020-06-11,(40003) Mirador del Paraiso,1778
23236,2020-07-01,(40003) Mirador del Paraiso,2000
23237,2020-07-20,(40003) Mirador del Paraiso,508
23238,2020-04-18,(02001) Centro Comercial Santa Fe,102
23239,2020-03-15,(02205) Calle 106,109
23240,2020-03-07,(02303) Calle 85,481
23241,2020-03-21,(02303) Calle 85,128
23242,2020-04-13,(02502) Terminal,127
23243,2020-01-15,(03007) HUMEDAL CORDOBA,531
23244,2020-08-13,(03010) PUENTE LARGO,81
23245,2020-03-22,(04003) Avenida Ciudad de Cali,197
23246,2020-05-22,(04101) Minuto de Dios,258
23247,2020-03-14,(04107) Escuela Militar,148
23248,2020-04-26,(06001) Modelia,39
23249,2020-04-19,(06102) Salitre El Greco,24
23250,2020-03-27,(06109) Centro Memoria,68
23251,2020-05-01,(07006) General Santander - alimentacion,112
23252,2020-08-21,(07105) MOVISTAR ARENA,74
23253,2020-05-07,(07109) CAD,167
23254,2020-08-01,(07112) COMUNEROS,361
23255,2020-03-24,(07200) Tygua-San José,105
23256,2020-05-09,(07200) Tygua-San José,112
23257,2020-05-29,(07201) Guatoque -Veraguas,103
23258,2020-08-17,(09106) Nariño,130
23259,2020-09-11,(09111) Calle 19,211
23260,2020-09-29,(09116) Avenida 39,105
23261,2020-06-17,(10004) Policarpa,208
23262,2020-03-24,(10005) Bicentenario,58
23263,2020-01-15,(12002) CDS - Carrera 32,202
23264,2020-02-01,(12004) Carrera 22,139
23265,2020-04-16,(02202) Calle 127,293
23266,2020-03-09,(03003) 21 ANGELES,30
23267,2020-07-26,(04107) Escuela Militar,17
23268,2020-09-05,(04107) Escuela Militar,42
23269,2020-09-06,(06000) Portal Eldorado,120
23270,2020-10-09,(06100) Av. Rojas,180
23271,2020-05-09,(06104) Gobernación,27
23272,2020-05-27,(07106) EL CAMPIN,105
23273,2020-09-12,(07110) PALOQUEMAO,151
23274,2020-05-02,(08001) Parque el Tunal,213
23275,2020-04-04,(09106) Nariño,135
23276,2020-03-30,(09108) Hospital,29
23277,2020-04-01,(09108) Hospital,35
23278,2020-09-24,(09108) Hospital,56
23279,2020-01-05,(09114) Calle 26,122
23280,2020-08-04,(09122) Calle 72,424
23281,2020-08-15,(09122) Calle 72,439
23282,2020-03-10,(04104) Avenida 68,120
23283,2019-12-31,(05103) Marsella,17
23284,2020-03-31,(07102) NQS - CALLE 75,54
23285,2020-06-15,(07200) Tygua-San José,72
23286,2020-09-14,(09114) Calle 26,93
23287,2020-04-07,(12007) Zona Industrial,42
23288,2020-06-13,(12002) CDS - Carrera 32,69
23289,2020-09-13,(06002) Normandía,71
23290,2020-03-26,(06103) CAN,93
23291,2020-08-09,(07105) MOVISTAR ARENA,36
23292,2020-04-07,(10006) San Victorino,50
23293,2020-03-28,(12002) CDS - Carrera 32,54
23294,2020-06-15,(03010) PUENTE LARGO,52
23295,2020-08-13,(05107) Américas - Cr.53,178
23296,2020-06-24,(12004) Carrera 22,72
23297,2020-06-28,(03014) SAN MARTIN,9
23298,2020-04-29,(06104) Gobernación,33
23299,2020-09-12,(07101) CASTELLANA,46
23300,2020-09-26,(09116) Avenida 39,95
23301,2020-09-19,(06104) Gobernación,51
23302,2020-03-31,(03010) PUENTE LARGO,86
23303,2020-07-15,(06108) Concejo de Bogotá,61
23304,2020-04-08,(12003) Ricaurte,26
23305,2020-10-11,(05107) Américas - Cr.53,63
23306,2020-10-05,(03007) HUMEDAL CORDOBA,56
23307,2020-10-10,(12000) Puente Aranda,21
23308,2020-07-19,(03009) Av. Suba- Calle 116,60
23309,2020-08-05,(14004) Museo del Oro,37
23310,2020-08-03,(03012) SUBA - CALLE 95,62
23311,2020-08-30,(10005) Bicentenario - alimentacion,47
23312,2020-07-18,(03014) SAN MARTIN,1
23313,2020-03-22,(50002) Corral Calle 40 Sur,2
23314,2020-01-11,(02000) Cabecera Autopista Norte,3120
23315,2020-09-15,(02000) Cabecera Autopista Norte - alimentacion,4646
23316,2020-05-11,(02000) Cabecera Autopista Norte - intermunicipal,382
23317,2020-08-02,(02000) Cabecera Autopista Norte - intermunicipal,85
23318,2020-03-19,(02001) Centro Comercial Santa Fe,1583
23319,2020-01-02,(02101) Toberín,4785
23320,2020-03-17,(02101) Toberín,6858
23321,2020-03-02,(02104) Calle 146,9674
23322,2020-05-23,(02104) Calle 146,314
23323,2020-02-25,(02105) Calle 142,7046
23324,2020-07-07,(02105) Calle 142,592
23325,2020-08-29,(02201) Prado,466
23326,2020-02-26,(02205) Calle 106,1039
23327,2020-01-23,(02300) Calle 100,1795
23328,2020-01-28,(02300) Calle 100,1886
23329,2020-09-13,(02300) Calle 100,165
23330,2020-02-03,(02502) Terminal,5881
23331,2020-01-02,(02502) Terminal,1884
23332,2020-02-27,(03000) Portal Suba,11603
23333,2020-01-21,(03000) Portal Suba - alimentacion,3429
23334,2020-05-25,(03000) Portal Suba - alimentacion,1962
23335,2020-01-28,(03002) SUBA - TV- 91,4761
23336,2020-08-18,(03002) SUBA - TV- 91,688
23337,2020-09-23,(03002) SUBA - TV- 91,1027
23338,2020-01-03,(03003) 21 ANGELES,812
23339,2020-07-04,(03005) SUBA - AV. BOYACA,264
23340,2020-10-08,(03005) SUBA - AV. BOYACA,362
23341,2020-03-02,(03006) NIZA - CALLE 127,1519
23342,2020-01-12,(03007) HUMEDAL CORDOBA,86
23343,2020-06-17,(03009) Av. Suba- Calle 116,135
23344,2020-07-02,(03009) Av. Suba- Calle 116,151
23345,2020-03-22,(03013) RIO NEGRO,32
23346,2020-05-18,(04000) Cabecera Calle 80,763
23347,2020-05-23,(04000) Cabecera Calle 80 - alimentacion,2423
23348,2020-10-08,(04000) Cabecera Calle 80 - alimentacion,5547
23349,2020-02-13,(04000) Cabecera Calle 80 - intermunicipal,4063
23350,2020-06-05,(04000) Cabecera Calle 80 - intermunicipal,417
23351,2020-03-16,(04001) Quirigua,1438
23352,2020-07-15,(04001) Quirigua,363
23353,2020-01-27,(04002) Carrera 90,3673
23354,2020-01-29,(04002) Carrera 90,3751
23355,2020-01-31,(04003) Avenida Ciudad de Cali,6304
23356,2020-08-19,(04003) Avenida Ciudad de Cali,1026
23357,2020-01-11,(04003) Avenida Ciudad de Cali,2845
23358,2020-07-08,(04100) Carrera 77,1412
23359,2020-03-21,(04100) Carrera 77,349
23360,2020-03-15,(04101) Minuto de Dios,277
23361,2020-01-23,(04102) Avenida Boyaca,2151
23362,2020-09-22,(04103) Las Ferias,209
23363,2020-02-04,(04104) Avenida 68,2026
23364,2020-04-16,(04105) Carrera 53,84
23365,2020-01-29,(04106) Carrera 47,1026
23366,2020-02-08,(04106) Carrera 47,698
23367,2020-09-06,(04107) Escuela Militar,20
23368,2020-10-01,(05000) Portal Américas - alimentacion,14097
23369,2020-10-02,(05001) Patio Bonito,2834
23370,2020-03-23,(05002) Tintal,482
23371,2020-07-18,(05002) Tintal,2057
23372,2020-07-26,(05002) Tintal,549
23373,2020-05-23,(05100) Banderas P. Central,368
23374,2020-01-11,(05100) Banderas P. Central - alimentacion,7492
23375,2020-04-26,(05100) Banderas P. Central - alimentacion,533
23376,2020-06-27,(05101) Mandalay - Cr.73,105
23377,2020-01-27,(05102) Av. Américas - Av. Boyacá,1710
23378,2020-02-10,(05102) Av. Américas - Av. Boyacá,1967
23379,2020-07-05,(05102) Av. Américas - Av. Boyacá,73
23380,2020-06-18,(05103) Marsella,429
23381,2020-05-11,(05103) Marsella,213
23382,2020-09-15,(05103) Marsella,466
23383,2020-02-17,(05105) Pradera,1176
23384,2020-06-20,(05107) Américas - Cr.53,177
23385,2020-02-06,(06000) Portal Eldorado,2574
23386,2020-06-10,(06000) Portal Eldorado - alimentacion,3720
23387,2020-05-18,(06000) Portal Eldorado - alimentacion,3370
23388,2020-05-22,(06001) Modelia,149
23389,2020-08-05,(06001) Modelia,110
23390,2020-02-28,(06002) Normandía,2597
23391,2020-02-05,(06101) El Tiempo,1448
23392,2020-05-29,(06101) El Tiempo,87
23393,2020-04-30,(06106) Recinto Ferial,72
23394,2020-05-12,(06106) Recinto Ferial,63
23395,2020-02-19,(06107) Ciudad Universitaria,844
23396,2020-04-07,(07000) Portal Sur,975
23397,2020-03-09,(07000) Portal Sur - alimentacion,623
23398,2020-07-10,(07001) PERDOMO,1099
23399,2020-07-27,(07002) MADELENA,810
23400,2020-01-03,(07004) VENECIA,2382
23401,2020-08-13,(07004) VENECIA,898
23402,2020-07-31,(07004) VENECIA,876
23403,2020-02-22,(07005) ALQUERIA,1635
23404,2020-02-07,(07006) General Santander,3180
23405,2020-04-23,(07006) General Santander - alimentacion,243
23406,2020-01-01,(07008) NQS - Calle 30 Sur,139
23407,2020-04-30,(07009) SENA,319
23408,2020-07-13,(07010) Bosa,940
23409,2020-03-04,(07010) Bosa,2713
23410,2020-02-08,(07102) NQS - CALLE 75,263
23411,2020-01-22,(07103) AV. CHILE,1370
23412,2020-01-31,(07105) MOVISTAR ARENA,457
23413,2020-01-08,(07108) Av. El Dorado,262
23414,2020-02-08,(07109) CAD,742
23415,2020-03-19,(07109) CAD,489
23416,2020-05-22,(07111) NQS - RICAURTE,210
23417,2020-02-17,(07111) NQS - RICAURTE,837
23418,2020-02-19,(07111) NQS - RICAURTE,862
23419,2020-02-27,(07112) COMUNEROS,3445
23420,2020-09-08,(07112) COMUNEROS,622
23421,2020-02-09,(07113) SANTA ISABEL,469
23422,2020-08-23,(07200) Tygua-San José,68
23423,2020-08-08,(07201) Guatoque -Veraguas,71
23424,2020-06-24,(07504) TERREROS,6896
23425,2020-04-26,(07504) TERREROS,932
23426,2020-08-07,(07504) TERREROS,2502
23427,2020-01-18,(07505) LEON XIII,5939
23428,2020-02-19,(07505) LEON XIII,9060
23429,2020-07-30,(07505) LEON XIII,2908
23430,2020-01-30,(07506) DESPENSA,1963
23431,2020-01-25,(08000) Portal Tunal,904
23432,2020-01-23,(08000) Portal Tunal - alimentacion,24904
23433,2020-03-03,(08000) Portal Tunal - alimentacion,27011
23434,2020-10-03,(08000) Portal Tunal - alimentacion,6375
23435,2020-04-04,(08000) Portal Tunal - alimentacion,2874
23436,2020-06-19,(08001) Parque el Tunal,555
23437,2020-04-13,(08001) Parque el Tunal,246
23438,2020-07-07,(08001) Parque el Tunal,604
23439,2020-05-17,(08001) Parque el Tunal,98
23440,2020-06-03,(08001) Parque el Tunal,495
23441,2020-03-22,(09000) Cabecera Usme - alimentacion,1756
23442,2020-05-22,(09001) Molinos,2359
23443,2020-06-08,(09001) Molinos,2670
23444,2020-03-12,(09003) Socorro,56
23445,2020-01-21,(09004) Santa Lucía,6173
23446,2020-05-19,(09004) Santa Lucía,2170
23447,2020-05-30,(09101) Quiroga,411
23448,2020-01-04,(09101) Quiroga,923
23449,2020-09-10,(09103) Olaya,995
23450,2020-01-19,(09106) Nariño,429
23451,2020-01-23,(09107) Hortúa,1652
23452,2020-03-05,(09107) Hortúa,1806
23453,2020-10-05,(09107) Hortúa,436
23454,2020-02-29,(09109) Tercer Milenio,565
23455,2020-07-25,(09109) Tercer Milenio,126
23456,2020-03-29,(09110) Avenida Jimenez,68
23457,2020-06-14,(09110) Avenida Jimenez,89
23458,2020-06-28,(09111) Calle 19,109
23459,2020-07-30,(07008) NQS - Calle 30 Sur,253
23460,2020-07-21,(09113) Calle 22,210
23461,2020-01-03,(09116) Avenida 39,237
23462,2020-09-18,(09117) Calle 45,282
23463,2020-07-16,(09118) Marly,445
23464,2020-09-21,(09118) Marly,385
23465,2020-06-29,(09118) Marly,316
23466,2020-01-24,(09119) Calle 57,1505
23467,2020-08-05,(09120) Calle 63,335
23468,2020-10-08,(09120) Calle 63,420
23469,2020-06-12,(09120) Calle 63,385
23470,2020-08-13,(09120) Calle 63,334
