,date,weekday,covid,variable,value
908,2020-04-22,1,after,rg_stratum4,9.028815262199712
909,2020-04-23,1,after,rg_stratum4,9.064370418896825
910,2020-04-24,1,after,rg_stratum4,9.027263670030798
911,2020-04-25,0,after,rg_stratum4,9.335580286738969
912,2020-04-26,0,after,rg_stratum4,10.24103352682567
913,2020-04-28,1,after,rg_stratum4,8.998351134973646
914,2020-04-29,1,after,rg_stratum4,9.092211059260169
915,2020-04-30,1,after,rg_stratum4,9.049594470907252
916,2020-05-02,0,after,rg_stratum4,9.352344048588584
917,2020-05-03,0,after,rg_stratum4,9.981602394030986
918,2020-05-04,1,after,rg_stratum4,9.074241540786424
919,2020-05-05,1,after,rg_stratum4,8.90110052645003
920,2020-05-06,1,after,rg_stratum4,8.901564682164757
921,2020-05-07,1,after,rg_stratum4,8.9681398912818
922,2020-05-08,1,after,rg_stratum4,8.976313545508933
923,2020-05-09,0,after,rg_stratum4,9.311120669751878
924,2020-05-10,0,after,rg_stratum4,10.267382046696708
925,2020-05-11,1,after,rg_stratum4,9.096058768926676
926,2020-05-12,1,after,rg_stratum4,9.008911053279977
927,2020-05-13,1,after,rg_stratum4,9.022136901521437
928,2020-05-14,1,after,rg_stratum4,9.062988425954485
929,2020-05-15,1,after,rg_stratum4,8.99717754662313
930,2020-05-16,0,after,rg_stratum4,9.193944740696715
931,2020-05-17,0,after,rg_stratum4,10.159778849604326
932,2020-05-18,1,after,rg_stratum4,9.045574798037187
933,2020-05-19,1,after,rg_stratum4,9.113968257679188
934,2020-05-20,1,after,rg_stratum4,9.01744738008083
935,2020-05-21,1,after,rg_stratum4,9.03148629542697
936,2020-05-22,1,after,rg_stratum4,9.01881479762226
937,2020-05-23,0,after,rg_stratum4,9.148531687493154
938,2020-05-24,0,after,rg_stratum4,9.991235239748333
939,2020-05-26,1,after,rg_stratum4,9.076842842532503
940,2020-05-27,1,after,rg_stratum4,8.984538727453037
941,2020-05-28,1,after,rg_stratum4,8.913365066320232
942,2020-05-29,1,after,rg_stratum4,8.976532905677717
943,2020-05-30,0,after,rg_stratum4,9.155578568594857
944,2020-05-31,0,after,rg_stratum4,10.078806874200463
945,2020-06-01,1,after,rg_stratum4,9.010192106167157
946,2020-06-04,1,after,rg_stratum4,8.991920211029186
947,2020-06-05,1,after,rg_stratum4,8.991814947419538
948,2020-06-08,1,after,rg_stratum4,9.020957259830215
949,2020-06-09,1,after,rg_stratum4,8.987798306132818
950,2020-06-10,1,after,rg_stratum4,8.960921000182362
951,2020-06-11,1,after,rg_stratum4,9.041722042110026
952,2020-06-12,1,after,rg_stratum4,8.982933701312485
953,2020-06-13,0,after,rg_stratum4,9.0300118450089
954,2020-06-14,0,after,rg_stratum4,9.853036752906322
955,2020-06-16,1,after,rg_stratum4,8.953659179108385
956,2020-06-17,1,after,rg_stratum4,8.895497528734523
957,2020-06-18,1,after,rg_stratum4,8.870720898508399
958,2020-06-19,1,after,rg_stratum4,8.837220841957823
959,2020-06-20,0,after,rg_stratum4,9.067145379254852
960,2020-06-21,0,after,rg_stratum4,9.801048908013104
961,2020-06-23,1,after,rg_stratum4,8.955338331350584
962,2020-06-24,1,after,rg_stratum4,8.836426017315286
963,2020-06-25,1,after,rg_stratum4,8.843190431871784
964,2020-06-26,1,after,rg_stratum4,8.76462620304484
965,2020-06-27,0,after,rg_stratum4,8.996042014111042
966,2020-06-28,0,after,rg_stratum4,9.750104906870787
967,2020-06-30,1,after,rg_stratum4,8.863073700587389
968,2020-07-01,1,after,rg_stratum4,8.772757827710281
969,2020-07-02,1,after,rg_stratum4,8.796642740623676
970,2020-07-03,1,after,rg_stratum4,8.746017305291033
971,2020-07-04,0,after,rg_stratum4,9.014432832445763
972,2020-07-05,0,after,rg_stratum4,10.023521651781031
973,2020-07-06,1,after,rg_stratum4,8.845450251487295
974,2020-07-07,1,after,rg_stratum4,8.871150984715925
975,2020-07-08,1,after,rg_stratum4,8.849186061622715
976,2020-07-09,1,after,rg_stratum4,8.870086413627893
977,2020-07-10,1,after,rg_stratum4,8.682944644059829
978,2020-07-11,0,after,rg_stratum4,9.056965125918364
979,2020-07-12,0,after,rg_stratum4,10.05236566079965
980,2020-07-13,1,after,rg_stratum4,8.84116882306548
981,2020-07-14,1,after,rg_stratum4,8.821846972735791
982,2020-07-15,1,after,rg_stratum4,8.829958501678703
983,2020-07-16,1,after,rg_stratum4,8.805318576935667
984,2020-07-17,1,after,rg_stratum4,8.803922313743618
985,2020-07-18,0,after,rg_stratum4,8.91729961927138
986,2020-07-19,0,after,rg_stratum4,9.62381321842603
987,2020-07-21,1,after,rg_stratum4,8.92831332637908
988,2020-07-22,1,after,rg_stratum4,8.883853322112282
989,2020-07-23,1,after,rg_stratum4,8.782187548448753
990,2020-07-24,1,after,rg_stratum4,8.784311007897395
991,2020-07-25,0,after,rg_stratum4,8.919399639227686
992,2020-07-26,0,after,rg_stratum4,9.748339145956825
993,2020-07-27,1,after,rg_stratum4,8.842532637244846
994,2020-07-28,1,after,rg_stratum4,8.822567698179157
995,2020-07-29,1,after,rg_stratum4,8.777825381911292
996,2020-07-30,1,after,rg_stratum4,8.762752487796268
997,2020-07-31,1,after,rg_stratum4,8.98715364777504
998,2020-08-01,0,after,rg_stratum4,9.221389231081822
999,2020-08-02,0,after,rg_stratum4,10.145689136815957
1000,2020-08-03,1,after,rg_stratum4,8.996043791743315
1001,2020-08-04,1,after,rg_stratum4,9.011902641663946
1002,2020-08-05,1,after,rg_stratum4,8.951138820817535
1003,2020-08-06,1,after,rg_stratum4,8.945048009590874
1004,2020-08-08,0,after,rg_stratum4,9.246263966996729
1005,2020-08-09,0,after,rg_stratum4,10.2490698040686
1006,2020-08-10,1,after,rg_stratum4,9.06054568908802
1007,2020-08-11,1,after,rg_stratum4,8.960888679807843
1008,2020-08-12,1,after,rg_stratum4,8.979107087139093
1009,2020-08-13,1,after,rg_stratum4,8.919655528992106
1010,2020-08-14,1,after,rg_stratum4,8.861188759566216
1011,2020-08-15,0,after,rg_stratum4,8.929258445647072
1012,2020-08-16,0,after,rg_stratum4,9.871931417810426
1013,2020-08-18,1,after,rg_stratum4,8.797052379769294
1014,2020-08-19,1,after,rg_stratum4,8.75860241272921
1015,2020-08-20,1,after,rg_stratum4,8.82444960585889
1016,2020-08-21,1,after,rg_stratum4,8.763979072712335
1017,2020-08-22,0,after,rg_stratum4,8.99913776620026
1018,2020-08-23,0,after,rg_stratum4,10.139633483737796
1019,2020-08-24,1,after,rg_stratum4,8.819884351627858
1020,2020-08-25,1,after,rg_stratum4,8.784508806950173
1021,2020-08-26,1,after,rg_stratum4,8.78625403792383
1022,2020-08-27,1,after,rg_stratum4,8.74518862969009
1023,2020-08-28,1,after,rg_stratum4,8.725602996917535
1024,2020-08-29,0,after,rg_stratum4,8.917546419532508
1025,2020-08-30,0,after,rg_stratum4,10.007273037395159
1026,2020-08-31,1,after,rg_stratum4,8.854859632694254
1027,2020-09-01,1,after,rg_stratum4,8.859647880502862
1028,2020-09-02,1,after,rg_stratum4,8.754756465181808
1029,2020-09-03,1,after,rg_stratum4,8.737390981143344
1030,2020-09-04,1,after,rg_stratum4,8.702483336874659
1031,2020-09-05,0,after,rg_stratum4,8.921016822877247
1032,2020-09-06,0,after,rg_stratum4,9.978177377186032
1033,2020-09-07,1,after,rg_stratum4,8.866312340668967
1034,2020-09-08,1,after,rg_stratum4,8.722306830836478
1035,2020-09-09,1,after,rg_stratum4,8.789697871420824
1036,2020-09-10,1,after,rg_stratum4,8.455242933355454
1037,2020-09-11,1,after,rg_stratum4,8.60055274420041
1038,2020-09-12,0,after,rg_stratum4,8.74816564762332
1039,2020-09-13,0,after,rg_stratum4,9.818027891957296
1040,2020-09-14,1,after,rg_stratum4,8.836297160161953
1041,2020-09-15,1,after,rg_stratum4,8.738082198584431
1042,2020-09-16,1,after,rg_stratum4,8.694154310556325
1043,2020-09-17,1,after,rg_stratum4,8.704799599147302
1044,2020-09-18,1,after,rg_stratum4,8.611863007017286
1045,2020-09-19,0,after,rg_stratum4,8.834092556379188
1046,2020-09-20,0,after,rg_stratum4,9.90648283630118
1047,2020-09-21,1,after,rg_stratum4,8.566867660288716
1048,2020-09-22,1,after,rg_stratum4,8.724890781772567
1049,2020-09-23,1,after,rg_stratum4,8.685615289537683
1050,2020-09-24,1,after,rg_stratum4,8.63967803266337
1051,2020-09-25,1,after,rg_stratum4,8.616552397120456
1052,2020-09-26,0,after,rg_stratum4,8.813531654576442
1053,2020-09-27,0,after,rg_stratum4,9.904232816860475
1054,2020-09-28,1,after,rg_stratum4,8.703572292647536
1055,2020-09-29,1,after,rg_stratum4,8.655385826054298
1056,2020-09-30,1,after,rg_stratum4,8.64375100937806
1057,2020-10-01,1,after,rg_stratum4,8.639737891973923
1058,2020-10-02,1,after,rg_stratum4,8.555566968638818
1059,2020-10-03,0,after,rg_stratum4,8.757048464500581
1060,2020-10-04,0,after,rg_stratum4,9.892547144362423
1061,2020-10-05,1,after,rg_stratum4,8.64129222296036
1062,2020-10-06,1,after,rg_stratum4,8.647534029114514
1063,2020-10-07,1,after,rg_stratum4,8.680418753198541
1064,2020-10-08,1,after,rg_stratum4,8.63964982020852
1065,2020-10-09,1,after,rg_stratum4,8.499564278942039
1066,2020-10-10,0,after,rg_stratum4,8.761972044468688
1067,2020-10-11,0,after,rg_stratum4,9.582353765356887
1068,2020-01-01,1,before,rg_stratum56,11.330132463213836
1069,2020-01-02,1,before,rg_stratum56,8.984134955740158
1070,2020-01-03,1,before,rg_stratum56,8.81581901267063
1071,2020-01-04,0,before,rg_stratum56,9.29472257616018
1072,2020-01-05,0,before,rg_stratum56,10.042673629151029
1073,2020-01-06,1,before,rg_stratum56,10.21349307287033
1074,2020-01-07,1,before,rg_stratum56,8.523531037960922
1075,2020-01-08,1,before,rg_stratum56,8.511620793994215
1076,2020-01-09,1,before,rg_stratum56,8.450489474173402
1077,2020-01-10,1,before,rg_stratum56,8.44329428303243
1078,2020-01-11,0,before,rg_stratum56,8.870217743959135
1079,2020-01-12,0,before,rg_stratum56,10.009968185996538
1080,2020-01-13,1,before,rg_stratum56,8.465864044900265
1081,2020-01-14,1,before,rg_stratum56,8.389051756064104
1082,2020-01-15,1,before,rg_stratum56,8.380795615035725
1083,2020-01-16,1,before,rg_stratum56,8.370294990289699
1084,2020-01-17,1,before,rg_stratum56,8.390684552187212
1085,2020-01-18,0,before,rg_stratum56,8.688229977307676
1086,2020-01-19,0,before,rg_stratum56,9.878010354412647
1087,2020-01-20,1,before,rg_stratum56,8.456228067366407
1088,2020-01-21,1,before,rg_stratum56,8.096411300790326
1089,2020-01-22,1,before,rg_stratum56,8.461943575412421
1090,2020-01-23,1,before,rg_stratum56,8.49698881462275
1091,2020-01-24,1,before,rg_stratum56,8.464053386863887
1092,2020-01-25,0,before,rg_stratum56,8.662627783586547
1093,2020-01-26,0,before,rg_stratum56,9.954900671341749
1094,2020-01-27,1,before,rg_stratum56,8.496591581046014
1095,2020-01-28,1,before,rg_stratum56,8.469243403441896
1096,2020-01-29,1,before,rg_stratum56,8.450766520736504
1097,2020-01-30,1,before,rg_stratum56,8.47521844456513
1098,2020-01-31,1,before,rg_stratum56,8.464779579560416
1099,2020-02-01,0,before,rg_stratum56,8.554732609822826
1100,2020-02-02,0,before,rg_stratum56,9.856641305599636
1101,2020-02-03,1,before,rg_stratum56,8.481391206192045
1102,2020-02-04,1,before,rg_stratum56,8.434859505187235
1103,2020-02-05,1,before,rg_stratum56,8.463597658821044
1104,2020-02-06,1,before,rg_stratum56,8.421495903869186
1105,2020-02-07,1,before,rg_stratum56,8.397595919462134
1106,2020-02-08,0,before,rg_stratum56,8.60168167066675
1107,2020-02-09,0,before,rg_stratum56,9.915080366896271
1108,2020-02-10,1,before,rg_stratum56,8.51929873653885
1109,2020-02-11,1,before,rg_stratum56,8.470357207265694
1110,2020-02-12,1,before,rg_stratum56,8.471235815101352
1111,2020-02-13,1,before,rg_stratum56,8.43451325081297
1112,2020-02-14,1,before,rg_stratum56,8.39464602946097
1113,2020-02-15,0,before,rg_stratum56,8.571124753206112
1114,2020-02-16,0,before,rg_stratum56,9.783182430921809
1115,2020-02-17,1,before,rg_stratum56,8.48799778811342
1116,2020-02-18,1,before,rg_stratum56,8.442285206934626
1117,2020-02-19,1,before,rg_stratum56,8.43912396247571
1118,2020-02-20,1,before,rg_stratum56,8.402384090451958
1119,2020-02-21,1,before,rg_stratum56,8.354388478198015
1120,2020-02-22,0,before,rg_stratum56,8.63663648112361
1121,2020-02-23,0,before,rg_stratum56,10.118960969096555
1122,2020-02-24,1,before,rg_stratum56,8.48941298177462
1123,2020-02-25,1,before,rg_stratum56,8.44229426672362
1124,2020-02-26,1,before,rg_stratum56,8.407528307865181
1125,2020-02-27,1,before,rg_stratum56,8.450356811875867
1126,2020-02-28,1,before,rg_stratum56,8.421814872889769
1127,2020-02-29,0,before,rg_stratum56,8.582742895223486
1128,2020-03-01,0,before,rg_stratum56,9.861231001443203
1129,2020-03-02,1,before,rg_stratum56,8.457721876185047
1130,2020-03-03,1,before,rg_stratum56,8.447249182446317
1131,2020-03-04,1,before,rg_stratum56,8.437797745637493
1132,2020-03-05,1,before,rg_stratum56,8.439734771870873
1133,2020-03-06,1,before,rg_stratum56,8.440077064665678
1134,2020-03-07,0,before,rg_stratum56,8.551674981554552
1135,2020-03-08,0,before,rg_stratum56,9.798893350705521
1136,2020-03-11,1,before,rg_stratum56,8.48441949041243
1137,2020-03-14,0,before,rg_stratum56,8.704493521822632
1138,2020-03-15,0,before,rg_stratum56,10.174365395863536
1139,2020-03-16,1,before,rg_stratum56,8.769395737074358
1140,2020-03-17,1,before,rg_stratum56,8.889479689121888
1141,2020-03-18,1,before,rg_stratum56,9.01399399119431
1142,2020-03-19,1,before,rg_stratum56,8.995177836039373
1143,2020-03-20,1,before,rg_stratum56,10.9690488302538
1144,2020-03-21,0,before,rg_stratum56,11.674474071366511
1145,2020-03-22,0,before,rg_stratum56,12.296119206911234
1146,2020-03-23,1,before,rg_stratum56,12.24151317563784
1147,2020-03-24,1,after,rg_stratum56,10.214165820899165
1148,2020-03-25,1,after,rg_stratum56,10.961010348492122
1149,2020-03-26,1,after,rg_stratum56,10.849014939033411
1150,2020-03-27,1,after,rg_stratum56,10.778195673434832
1151,2020-03-28,0,after,rg_stratum56,11.438797702665859
1152,2020-03-29,0,after,rg_stratum56,12.497041746325017
1153,2020-03-30,1,after,rg_stratum56,10.873422556456422
1154,2020-03-31,1,after,rg_stratum56,11.007406909417712
1155,2020-04-01,1,after,rg_stratum56,10.644034511784824
1156,2020-04-02,1,after,rg_stratum56,10.798171778785811
1157,2020-04-03,1,after,rg_stratum56,10.75179736924974
1158,2020-04-04,0,after,rg_stratum56,11.419576584349164
1159,2020-04-05,0,after,rg_stratum56,12.264332076817864
1160,2020-04-06,1,after,rg_stratum56,10.736482055293491
1161,2020-04-07,1,after,rg_stratum56,10.628832906546528
1162,2020-04-08,1,after,rg_stratum56,10.672219146181495
1163,2020-04-09,1,after,rg_stratum56,12.319589998994662
1164,2020-04-11,0,after,rg_stratum56,11.608207524303719
1165,2020-04-12,0,after,rg_stratum56,12.628400184550218
1166,2020-04-13,1,after,rg_stratum56,10.539977752291186
1167,2020-04-14,1,after,rg_stratum56,10.600673190771632
1168,2020-04-15,1,after,rg_stratum56,10.574229776739095
1169,2020-04-16,1,after,rg_stratum56,10.665141380844833
1170,2020-04-17,1,after,rg_stratum56,10.43132193485459
1171,2020-04-18,0,after,rg_stratum56,11.217020627116218
1172,2020-04-19,0,after,rg_stratum56,12.120638592095212
1173,2020-04-20,1,after,rg_stratum56,10.629567646822618
1174,2020-04-21,1,after,rg_stratum56,10.503332221291311
1175,2020-04-22,1,after,rg_stratum56,10.644236572338684
1176,2020-04-23,1,after,rg_stratum56,10.616019280379117
1177,2020-04-24,1,after,rg_stratum56,10.533883688660907
1178,2020-04-25,0,after,rg_stratum56,10.882583501494612
1179,2020-04-26,0,after,rg_stratum56,12.301431354119186
1180,2020-04-28,1,after,rg_stratum56,10.45898216308889
1181,2020-04-29,1,after,rg_stratum56,10.435116147349511
1182,2020-04-30,1,after,rg_stratum56,10.34311476510297
1183,2020-05-02,0,after,rg_stratum56,10.944535014814853
1184,2020-05-03,0,after,rg_stratum56,12.062950997433083
1185,2020-05-04,1,after,rg_stratum56,10.402512267480713
1186,2020-05-05,1,after,rg_stratum56,10.112655054813612
1187,2020-05-06,1,after,rg_stratum56,10.08426179611001
1188,2020-05-07,1,after,rg_stratum56,9.994301831336701
1189,2020-05-08,1,after,rg_stratum56,10.088091352056175
1190,2020-05-09,0,after,rg_stratum56,10.589600938908994
1191,2020-05-10,0,after,rg_stratum56,12.120064838275121
1192,2020-05-11,1,after,rg_stratum56,10.22731774930664
1193,2020-05-12,1,after,rg_stratum56,10.055149662236346
1194,2020-05-13,1,after,rg_stratum56,10.017679981092074
1195,2020-05-14,1,after,rg_stratum56,10.044815846211558
1196,2020-05-15,1,after,rg_stratum56,9.98931258384125
1197,2020-05-16,0,after,rg_stratum56,10.520044871892626
1198,2020-05-17,0,after,rg_stratum56,11.930438457587513
1199,2020-05-18,1,after,rg_stratum56,10.154971796198824
1200,2020-05-19,1,after,rg_stratum56,10.19197459109967
1201,2020-05-20,1,after,rg_stratum56,10.130048999560003
1202,2020-05-21,1,after,rg_stratum56,10.037885886090606
1203,2020-05-22,1,after,rg_stratum56,10.007278532385183
1204,2020-05-23,0,after,rg_stratum56,10.344178980845708
1205,2020-05-24,0,after,rg_stratum56,11.759682684434074
1206,2020-05-26,1,after,rg_stratum56,10.11685385673081
1207,2020-05-27,1,after,rg_stratum56,10.008065484565602
1208,2020-05-28,1,after,rg_stratum56,10.038712182886433
1209,2020-05-29,1,after,rg_stratum56,10.004209400363308
1210,2020-05-30,0,after,rg_stratum56,10.460800933384451
1211,2020-05-31,0,after,rg_stratum56,11.74349975048525
1212,2020-06-01,1,after,rg_stratum56,9.867673021056508
1213,2020-06-04,1,after,rg_stratum56,9.897682615730435
1214,2020-06-05,1,after,rg_stratum56,9.918827447664004
1215,2020-06-08,1,after,rg_stratum56,9.84504019575588
1216,2020-06-09,1,after,rg_stratum56,9.937530755872801
1217,2020-06-10,1,after,rg_stratum56,9.904234998066812
1218,2020-06-11,1,after,rg_stratum56,9.98831494830846
1219,2020-06-12,1,after,rg_stratum56,9.862424013965494
1220,2020-06-13,0,after,rg_stratum56,10.12150479043332
1221,2020-06-14,0,after,rg_stratum56,11.543893661299272
1222,2020-06-16,1,after,rg_stratum56,9.789239258698043
1223,2020-06-17,1,after,rg_stratum56,9.849855215276648
1224,2020-06-18,1,after,rg_stratum56,9.77158673058941
1225,2020-06-19,1,after,rg_stratum56,9.701466093588747
1226,2020-06-20,0,after,rg_stratum56,10.080464255744483
1227,2020-06-21,0,after,rg_stratum56,11.419408115232418
1228,2020-06-23,1,after,rg_stratum56,9.800467657222518
1229,2020-06-24,1,after,rg_stratum56,9.650841671057378
1230,2020-06-25,1,after,rg_stratum56,9.656756502048959
1231,2020-06-26,1,after,rg_stratum56,9.628696103327933
1232,2020-06-27,0,after,rg_stratum56,10.037870399609453
1233,2020-06-28,0,after,rg_stratum56,11.471009934940987
1234,2020-06-30,1,after,rg_stratum56,9.70222331282751
1235,2020-07-01,1,after,rg_stratum56,9.626126358795261
1236,2020-07-02,1,after,rg_stratum56,9.6983720706785
1237,2020-07-03,1,after,rg_stratum56,9.610657407535559
1238,2020-07-04,0,after,rg_stratum56,10.127050147490198
1239,2020-07-05,0,after,rg_stratum56,11.596365155695281
1240,2020-07-06,1,after,rg_stratum56,9.746435409648097
1241,2020-07-07,1,after,rg_stratum56,9.60565488842809
1242,2020-07-08,1,after,rg_stratum56,9.687235241173132
1243,2020-07-09,1,after,rg_stratum56,9.732792636964152
1244,2020-07-10,1,after,rg_stratum56,9.674969814818642
1245,2020-07-11,0,after,rg_stratum56,10.04883272962013
1246,2020-07-12,0,after,rg_stratum56,11.583817101072514
1247,2020-07-13,1,after,rg_stratum56,9.808474956994388
1248,2020-07-14,1,after,rg_stratum56,9.773556181030116
1249,2020-07-15,1,after,rg_stratum56,9.824574187714505
1250,2020-07-16,1,after,rg_stratum56,9.679040019708367
1251,2020-07-17,1,after,rg_stratum56,9.725826361484627
1252,2020-07-18,0,after,rg_stratum56,9.994224739529178
1253,2020-07-19,0,after,rg_stratum56,11.414688656633873
1254,2020-07-21,1,after,rg_stratum56,9.906734158413107
1255,2020-07-22,1,after,rg_stratum56,9.76857980878921
1256,2020-07-23,1,after,rg_stratum56,9.784100110054482
1257,2020-07-24,1,after,rg_stratum56,9.58510032552357
1258,2020-07-25,0,after,rg_stratum56,10.030819668852299
1259,2020-07-26,0,after,rg_stratum56,11.502851485501846
1260,2020-07-27,1,after,rg_stratum56,9.7132693817198
1261,2020-07-28,1,after,rg_stratum56,9.689872429708565
1262,2020-07-29,1,after,rg_stratum56,9.750818696062817
1263,2020-07-30,1,after,rg_stratum56,9.670739312358942
1264,2020-07-31,1,after,rg_stratum56,10.05098485361323
1265,2020-08-01,0,after,rg_stratum56,10.313762702301789
1266,2020-08-02,0,after,rg_stratum56,11.748626116416348
1267,2020-08-03,1,after,rg_stratum56,10.161437405834471
1268,2020-08-04,1,after,rg_stratum56,9.92127650549987
1269,2020-08-05,1,after,rg_stratum56,9.93180598950359
1270,2020-08-06,1,after,rg_stratum56,9.783251544406477
1271,2020-08-08,0,after,rg_stratum56,10.385238299003017
1272,2020-08-09,0,after,rg_stratum56,11.829663591174931
1273,2020-08-10,1,after,rg_stratum56,9.969836152122333
1274,2020-08-11,1,after,rg_stratum56,9.817293024977577
1275,2020-08-12,1,after,rg_stratum56,9.729545338046204
1276,2020-08-13,1,after,rg_stratum56,9.822723156483661
1277,2020-08-14,1,after,rg_stratum56,9.760849921278345
1278,2020-08-15,0,after,rg_stratum56,9.879427336902888
1279,2020-08-16,0,after,rg_stratum56,11.201987769414691
1280,2020-08-18,1,after,rg_stratum56,9.54474838871897
1281,2020-08-19,1,after,rg_stratum56,9.697744654375619
1282,2020-08-20,1,after,rg_stratum56,9.610216974273056
1283,2020-08-21,1,after,rg_stratum56,9.639077618509223
1284,2020-08-22,0,after,rg_stratum56,10.121552765932421
1285,2020-08-23,0,after,rg_stratum56,11.661696434627112
1286,2020-08-24,1,after,rg_stratum56,9.71600707137193
1287,2020-08-25,1,after,rg_stratum56,9.58999624220868
1288,2020-08-26,1,after,rg_stratum56,9.669868340495658
1289,2020-08-27,1,after,rg_stratum56,9.598479879001168
1290,2020-08-28,1,after,rg_stratum56,9.60301863470158
1291,2020-08-29,0,after,rg_stratum56,9.845451548101876
1292,2020-08-30,0,after,rg_stratum56,11.327019139553549
1293,2020-08-31,1,after,rg_stratum56,9.584262462261337
1294,2020-09-01,1,after,rg_stratum56,9.578875549728831
1295,2020-09-02,1,after,rg_stratum56,9.533421936364382
1296,2020-09-03,1,after,rg_stratum56,9.506135890976033
1297,2020-09-04,1,after,rg_stratum56,9.43622813768579
1298,2020-09-05,0,after,rg_stratum56,9.792972747846852
1299,2020-09-06,0,after,rg_stratum56,11.274464746262279
1300,2020-09-07,1,after,rg_stratum56,9.65624546127403
1301,2020-09-08,1,after,rg_stratum56,9.438751915591691
1302,2020-09-09,1,after,rg_stratum56,9.443036822336357
1303,2020-09-10,1,after,rg_stratum56,9.127513561895762
1304,2020-09-11,1,after,rg_stratum56,9.359823272453381
1305,2020-09-12,0,after,rg_stratum56,9.688338549700555
1306,2020-09-13,0,after,rg_stratum56,11.252877025428003
1307,2020-09-14,1,after,rg_stratum56,9.512217256791404
1308,2020-09-15,1,after,rg_stratum56,9.397522800020392
1309,2020-09-16,1,after,rg_stratum56,9.483982226282233
1310,2020-09-17,1,after,rg_stratum56,9.435347685206898
1311,2020-09-18,1,after,rg_stratum56,9.35546061049135
1312,2020-09-19,0,after,rg_stratum56,9.802739607857186
1313,2020-09-20,0,after,rg_stratum56,11.091733633643557
1314,2020-09-21,1,after,rg_stratum56,9.276375015382456
1315,2020-09-22,1,after,rg_stratum56,9.28700063406338
1316,2020-09-23,1,after,rg_stratum56,9.368592662290085
1317,2020-09-24,1,after,rg_stratum56,9.376956560268079
1318,2020-09-25,1,after,rg_stratum56,9.286323369648516
1319,2020-09-26,0,after,rg_stratum56,9.668343453201347
1320,2020-09-27,0,after,rg_stratum56,11.049091938875337
1321,2020-09-28,1,after,rg_stratum56,9.349467793513753
1322,2020-09-29,1,after,rg_stratum56,9.317149801599905
1323,2020-09-30,1,after,rg_stratum56,9.339691170838124
1324,2020-10-01,1,after,rg_stratum56,9.26240793715799
1325,2020-10-02,1,after,rg_stratum56,9.215592250001702
1326,2020-10-03,0,after,rg_stratum56,9.610804821014831
1327,2020-10-04,0,after,rg_stratum56,11.01523382353513
1328,2020-10-05,1,after,rg_stratum56,9.300067595803043
1329,2020-10-06,1,after,rg_stratum56,9.273984300405008
1330,2020-10-07,1,after,rg_stratum56,9.352288799270271
1331,2020-10-08,1,after,rg_stratum56,9.369669899528123
1332,2020-10-09,1,after,rg_stratum56,9.206227099613175
1333,2020-10-10,0,after,rg_stratum56,9.594219069882998
1334,2020-10-11,0,after,rg_stratum56,10.84981653388068
