,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.01204674862720096,0.005897186220372227,0.003330520235792451,0.008906182922072757,0.010932476223286162,10.05988556455998,14.728425213176191,4.596005067138869,3.704617672701834,2.584231235875406,1.1013655835554767e-18,2.157655067706107e-31,8.799616863950794e-06,0.0002928449546208187,0.010670419850033837,0.8621431176922096,0.8577527711218979,0.0011975035451338046,0.0004003948918514756,0.0007246554751659109,0.002404076131175324,0.004230455878528531,2020-01-01
1,0.0628885702396722,0.03354146749397016,0.02344727706848424,0.024508975753815068,0.04660922420003102,8.083807564010328,12.894827666448997,4.980625862845531,1.5692751737481982,1.6959214342186177,1.5374454850221202e-13,1.8880032188297733e-26,1.645627069754009e-06,0.1185843491856374,0.09187026290299173,0.8224841143029266,0.8168665229833989,0.0077795728982536,0.0026011567088439326,0.004707696926885479,0.015618022998016097,0.02748312702439889,2020-01-02
2,0.07327721807411733,0.03885247369012093,0.02609206003044744,0.027937448088605918,0.05301077760520038,8.182043350936217,12.974801288073603,4.814469399736542,1.5538505045520572,1.6755083147490648,8.682897836376985e-14,1.1390196841094515e-26,3.4270875432487884e-06,0.12222085950437299,0.09581243348295763,0.822492641065348,0.8168753195800742,0.008955857960069681,0.002994456163720519,0.005419508956038904,0.017979495457743345,0.03163862401550638,2020-01-03
3,0.05580417244536994,0.028874819911791437,0.014258480031474584,0.018488810927471407,0.032880443865651476,9.39792220173286,14.543659392485662,3.9681279189888996,1.5509716209522268,1.5674455188488567,6.098439987602118e-17,5.9123296845417704e-31,0.00010964603184302282,0.12290922725541362,0.11901117810229732,0.842577253319877,0.8375955208299997,0.005937926623299813,0.001985388899214067,0.0035932511054501794,0.011920792539144015,0.02097708881760631,2020-01-04
4,0.023593138758331866,0.013722883751465475,0.0077896054921597095,0.015854919602100333,0.01902137049556723,8.132319898732964,14.146936236119268,4.436999964082888,2.7222083853139685,1.855923943638205,1.1932237071372245e-13,8.084200951041804e-30,1.7092191233284553e-05,0.007217958057232778,0.06533891100781974,0.8392151077528408,0.8340945697831861,0.002901157240753372,0.0009700251363563001,0.0017556018830777232,0.005824285784892875,0.010249003231392799,2020-01-05
5,0.024089644146412133,0.013418815453999557,0.007197131252102809,0.014743320392119999,0.018153128138254,8.71973392283578,14.526978977472947,4.305043073303097,2.658255633544922,1.860004347721001,3.773796873970859e-15,7.551941892889777e-31,2.928882638355118e-05,0.008667827483474144,0.06475579801207253,0.8458144231902021,0.8409040545019919,0.002762658168195325,0.0009237168632795695,0.0016717907648205528,0.0055462387462183295,0.009759723497687733,2020-01-06
6,0.0906180228432897,0.0493815710193009,0.03802081512786708,0.0463416452460175,0.08385019924878132,7.338211227028862,11.959961069615197,5.087967265247976,1.8692903814327764,1.9220705956488695,1.0702423471850057e-11,6.96754452497848e-24,1.0155928767224044e-06,0.06343311440140902,0.05639641461568158,0.8063557173013983,0.8002277336716958,0.012348789104014338,0.004128907337730131,0.00747269255986733,0.024791036056419167,0.04362493211154631,2020-01-07
7,0.09469477832373743,0.05167902567993679,0.03982101833851853,0.04798686093542762,0.08989734562828292,7.242161534212793,11.820768990543499,5.032708732821365,1.8280758602122964,1.9461605007805955,1.8244186292401434e-11,1.6789226578474338e-23,1.303146336522843e-06,0.06942430036565907,0.053409679401772006,0.802600477345265,0.7963536570080898,0.013075485526853902,0.004371883565382211,0.007912442474332235,0.026249928670823788,0.04619215403468806,2020-01-08
8,0.09755529859376967,0.05266214655044929,0.04066596005612648,0.050177475685102266,0.09193113372762299,7.30820200455332,11.799061781490243,5.034286981260496,1.8723980769561355,1.9494491264070128,1.2647552777414244e-11,1.9256551744589994e-23,1.2939322501241796e-06,0.0629994019432275,0.05301248186289425,0.8030714449171928,0.796839528617104,0.013348741391246243,0.004463248648554662,0.008077799340303888,0.026798508448947617,0.0471574931001453,2020-01-09
9,0.09982233733244922,0.053777497993077406,0.042292152530512814,0.05135121046892129,0.09464796896456695,7.265164252333393,11.705973395921871,5.086566788677679,1.861650215028493,1.9499281601769434,1.606119410465039e-11,3.466388181364161e-23,1.022052717201318e-06,0.06450997924565058,0.0529548329733406,0.8018619373283535,0.7955917454716559,0.013739859673563296,0.004594021887305196,0.008314478957526324,0.027583705066816403,0.04853920821163907,2020-01-10
